hash,CS,FD,gamma_5,gamma_10,gamma_20,gamma_30,gamma_50
d0cbdc3bbd10678ad0ce7eaa74f40fb0489c5e1601eeee016380436676ab4a4e,4096,272,290816,700416,303104,696320,397312
d0ec1ea2e5d294af62ae93f7ef35ae1bf0008202b507f663e1eff25b35aff907,4096,224,44032,650752,747008,578560,558592
d0fb7d9763d36ce67a7b22e5c24ee0904497c05554e5ef212ce2875a8336c94b,4096,232,16384,548864,475136,684032,647168
d1174c62247785cd0eeb02e34e827057e205e8c8e74f4da99e5b5464d6ed6b7f,4096,232,303104,258048,696320,700416,712704
d1181e06f554acb1ea0807dfce466733be666f1536f9c5b9b076422f29236834,4096,232,115200,192512,747520,701440,715264
d119c531823fd931dd5234e856cd0609d3aef6d127602232e75c93e3a4fc7943,4096,224,287744,750080,733696,725504,740352
d11a1bf4bdc0d86258d7c8a4a2a168befb775f9bbc4bb95b34cd2393e66961d1,4096,248,184320,765952,630784,655360,733184
d11afa4b39cd29503625919910182c81cb11b541bd36c873f657f6fdc97f3e42,4096,256,271872,673280,527360,692736,750592
d1238a180790d62beb8017c1b7ff2977b34305a8abc9b704d5e0a8eab046b494,4096,248,201728,750592,687616,689152,714240
d12c71e4010305fa83cf34282c5b776724535d981b9e8c44b74680fe00c05969,-1,-1,293376,746496,752640,752640,752640
d12cd998d218171c0c36e1677340669f6ba851bf0245646781572687d92710f5,4096,280,293376,752640,752640,752640,752640
d14709cbf22435fd2f1b147e6da0077fe38a8bf1409003e08021d5424d65869b,4096,64,294400,753664,413184,721408,753664
d14cf987e7ded37daa6488bb48e23c2235e54092899809c9a8988569223c5612,4096,184,196608,724992,712704,737280,675840
d156824efe2775ee6e467285c3cad4bfac652853bb94fb9a1fc944a9241a65dc,4096,256,291328,734208,749568,727552,706048
d16375a32df5c3a4242ff9043eb1d9651e0ccdf2deda338890f1ac55dd1f29b4,4096,200,292864,667136,712704,710656,685568
d17637b2d1ff5ba714a1b07e1ff72838669355d118603397f42e9e4241e348e1,4096,128,280064,598016,456704,744960,740864
d190d6de939af185ec1550b36892e2d222a57ea13e7b1412a665fa10cf61d28b,4096,128,61888,340928,454080,687552,342464
d1bc90049cb59ea9b8cf51ecf833c330b54dd02b2cc7de206273c0e8d578e839,4096,184,200704,753664,761856,675840,512000
d1cb78603273912873a011b5a2c6f727cc83f81b7d084e851f5b62a575539fbb,4096,128,287232,723968,726016,749568,340480
d1dac9e4d3030e9cc5645749af81dc217a711b74685990dd9cdcddc506baa065,4096,184,303104,561152,720896,565248,421888
d1dc52d0560885ec3f2466c468b91d6c9ddfe9c665991e9913d147ca485f4757,4096,200,215552,738304,700416,745984,744448
d1e36ec8213435d57fb22a39a22bd0c17878bdd6e3ae840f8cc4a09309dd02f1,4096,128,223676,444860,409532,444,734652
d1e59916a1b8020a5a521b72c9940135832a4ee922f0b87916a803e44fa66687,4096,128,248320,700416,644096,704000,712192
d1ee528019e523490f2c0005542870e1dac969d9cabfeec21162d8fc71634cf5,4096,200,303104,757760,761856,638976,765952
d1fcde832ca68549c1c176a0182f1c716ec394bb00738232455e1d7d097608e0,4096,128,147392,46528,325056,315328,579008
d2264c3b8bcbfe5045015ec3edae1a610feab5379220b79d46e9ce131774e135,4096,200,262144,708608,708608,696320,745472
d229309b760b1ce29c8abdaf6ad1cacccdba1066345c9588fe231763f84dac5b,4096,184,196608,544768,614400,589824,753664
d2323d8262423908f2c21ce1e6ff50372417b72e740cb74d43fe274cb92c6e59,4096,128,295424,669696,711168,754688,651264
d2348384e646569749594904920b25075d4d3d8244177104834d2cbb88ae2084,4096,200,303104,753664,753664,430080,749568
d23582670e2344f619c4ed0845673f9e70d959d0397340ce22e084c3eda680bd,-1,-1,299008,647168,-1,-1,765952
d23657784cd9dcbf07285cda0157867e24f628d5594593e2b02c573eb8af085b,4096,216,143872,333312,749568,-1,750080
d23f6b6deed56fa2e3465ce673e57bc3ea93d655a142b4862e2b0ea735d6b705,4096,232,161280,683520,750080,750592,750592
d2473445171b875f3eac70fe52d4e1543869113e3a34b68c62cb14f5c20fa00a,4096,208,163328,749568,737792,750080,735744
d255679b460cbe4301e6f90b227a3f72f22586b36ea8fa3ada82e79cdcbc8c79,4096,184,303104,675840,675840,557056,733184
d260aeaa9ebf4593fa01c3d85acc33f11d856036b560339ff5720ea0e5eaea61,4096,184,151552,745472,692224,729088,700416
d278c1a6d39392ee810aaad92a1bd03c65e5b877eb38816a8b67caa2441c1ec9,4096,184,286720,516096,684032,749568,716800
d27ef82fb5e1da34ea29f695755d42224f107aba5c4efe162c82fbb6f66d19bb,-1,-1,270848,688128,724992,627200,705024
d281eff814fa184eed1dca56e9efad305022c617a93f41c3cd6ae1fbd1caa321,4096,128,6072,725432,686520,457656,716216
d29340582dca0d2d4569c4b759b41b6be282d187b8f5727fac0cb5cec737ff2b,4096,280,287232,654848,635904,650240,727552
d29ec78436f4eccdec7a1fd8adc5e668f3800e3e4dbe82aaf695342de0da5d2a,4096,2760,287232,668160,599040,678912,747520
d2a0e61b032fa1168cafc5d57b125191443b19799a23d945af2aa75db8fbcc09,4096,232,293376,711168,706560,752640,748032
d2a8c4de8fccc3c39039db5c848b26d2b75c6190585d89ac8a45b18c0f2c6958,4096,208,292864,325120,750080,750080,750080
d2af0492085048c0ac845f6bafe112ae5fbcc03b170ffe7a28df1197f7be7757,4096,128,289792,407552,476160,414208,350720
d2c1914830f9be0cd44241cda15a61325e345d593c8bf6b93d6a42f64c417387,4096,224,292864,710144,687104,737280,736256
d2cad3df1d4c3a986a56b0d095f4c52b0ad6074ad8c6620a5a78e6cf289473ff,4096,200,303104,630784,679936,765952,696320
d2cde9d73bf70751b1b16b3a0d6b845a288c05be1decf78201459a267ccc5623,4096,128,107008,723968,748032,734208,653824
d2e53c6c214514620170c1fca3bfb64d3bd294a760c0846874e2d2f5b9b75dd1,4096,128,292864,622592,424960,665600,610304
d2ea0a1608fa5b208311fbcbbf4c244fe1428a8bc46c03388118ce7b6bca06fb,4096,128,293308,383932,678332,340924,703932
d2f6753c406c0c9b3aef80cb4516cecde39f401b5f29a50037b25ec2750a17df,4096,248,288256,750592,750592,750592,732672
d3061db02d93415a77061b7439b7737feabe72be1f14bef046838bebe32e3f62,-1,-1,-1,-1,-1,-1,-1
d32698c7bd058d17e3772e55ff863376cbd0a8b21eacf61f07976bb985f60c82,4096,216,193024,556544,616960,745472,692224
d33aa5d8beb94614150c80c80619c3b8552a87e75dd1d4dc292bce28b076df87,4096,128,293312,310208,724928,747968,742848
d33bad8192a60652627716768b230c8aefacf642bbd99047b89cc73ae742b078,4096,128,292864,648704,749568,683520,749568
d344e38df981d7b9c4b46dfd9dc7c0d31fb34601116bfef0e0cc04e0006d6128,4096,200,299008,761856,724992,671744,737280
d34e6b19329c3f3e77214de1bdfbbc8b087b3531ecf2d21c0f456aa94973d247,4096,128,241152,703488,749568,702464,749568
d36043a6dde6802143fd5892d1f4722487339701275417e0ec02dad181dc6ec8,4096,224,292864,650240,701440,750080,750080
d366c207cfcc10ad5305f683c80b82ab54f1a7b42f443d6a6a4898dda9942c52,-1,224,303104,765952,757760,765952,704512
d36d14267c3f3ad5db549b5ba505079918b9daf4bf33c42de193b528b1117ab9,4096,128,101312,330176,78272,729024,448
d37326be031cf3faf88f3746ca09bc3da757340ec6ee8c5aa2a6cb079b9438d3,4096,216,294912,262144,692224,712704,262144
d37d2ab8fffd300cc9e4b1745eacc64e41001f2e6dfbfc52afd61cfbdb1abe0f,4096,232,172032,262144,761856,761856,765952
d38578ad3cd820f3a4b1d0d4daf7a579bed95a989cc65852ba15a9357ed9999e,4096,216,303104,708608,688128,643072,704512
d398eaae75a72c03c1811a53dcbe15517ebbb78060e15396b3cad42f0e777594,4096,184,196608,237568,565248,659456,745472
d3a194d395f16a3e1ed5631ca9eaf10e55ab256ee4313b4d782dc5a125336a17,4096,200,294912,696320,765952,749568,765952
d3a225c4dd6af56eb5ed31dd4dfd63de0e809823470cba855bec7e7c3f41b72c,4096,128,145408,579072,473600,559616,345600
d3a8841c95b087d9234aa6ee3da484be79a1aefbf83441a584cebdddd084b0b9,4096,216,292864,749568,576512,749056,749568
d3c2f067001efeb98fb11cd77bc6dc6491c16a65f60b6260bf8074cec0e4f528,4096,240,278149,449669,710277,546949,689797
d3d48263e9f0556a2e979e16c3901a4427aaf3a6236353f6d600c6899233f60c,4096,128,174592,572928,345600,388096,10752
d3db0e441144d577e89c6f3bf7d3ecd79fcc885039d04ba1158cc5592ad3a8f9,4096,256,161280,679424,731136,733184,740352
d3e3348dedfc0ce2e966285485a843d0e53b4693a8ec17258ab11b6b4156f5a6,4096,200,292864,749568,748032,663040,721920
d3eeef1b930274ba167acff92572d2f583471da035e099c880a203df319d6278,4096,128,293312,409536,725952,695232,661440
d3f3c5de91a35f9d7344670a6f59ad6d95c9d0f75c7a0b7ca02f5877c60d3998,4096,200,292864,583168,623104,718336,666624
d3f7bfb2ac3183e8421a6d6911ae8c9dd8ea15b75ece3a5d4cf052cdf23a53a4,4096,224,292864,619008,410112,689664,669696
d40adf385504c119eb0864a251329db1994161a642fa0da32be5e2fa15cc15fa,4096,256,258048,761856,765952,565248,684032
d40cd270933c362177605c92ae4485bd84b83a7049bb0ace573812b6ced5f3c9,4096,184,290816,765952,733184,761856,741376
d4195c13f33da91c2b0c013c880ed527dc78384091ee93a030d5f2fb725fe137,4096,224,284672,662528,622592,622592,696832
d44ee67748eb5c4b491f02aabc812bd9383dfd80c0df752b2945b56ed3144fbb,4096,232,193024,340992,718336,409600,750080
d4966adaebe53be8b04fb277efc1439737881a89e9da1c265639fc27424ef894,4096,200,212992,745472,606208,737280,696320
d4a5da0652aa7d891236fb0bcb28d300c1d6eaf7003424e51910c9dec32a074b,4096,200,303104,671744,716800,757760,757760
d4aa03af563f6f87af7e65de429b54d653b7fdd5129e4950cbb8425eaf49835e,4096,240,274432,677888,744960,623616,321024
d4b5d14877aa655cb9f2000f2ef233054e707469983506c7aee3d7ad2e0abd22,-1,-1,212992,475136,712704,688128,757760
d4b9894c4501a334ebcdfd73157108cd1baa34a482412349202cddd08742f6df,4096,176,-1,497152,593408,661504,738304
d4ba67622059d80ceaa94673661b5efb746ef40db681a89bc875e29e8a3fe4c3,4096,184,289280,697856,424960,693248,682496
d4c3281d1514bfb974d273c7084dbfd4766e77035b9587d95e4d8e24a17995a8,4096,240,304644,767492,763396,767492,767492
d4dcc5dd8beed1e1f3c84a0900772c195136738d19d362142d8d4d0efa29b7f3,4096,208,291840,660480,654848,641024,719360
d4f191e8cc1fd9d66e757bf85624579728fbbe49372c213ea7edacf7e5839274,4096,248,292864,750592,743936,725504,750592
d50dd9e5f8fa827a103a5a164ed495e808f99e2bdc32d141fc470b780a6736ca,4096,208,292864,444928,746496,744960,749568
d5179ed2d8ff8262149d5fb5076cc009068d1db3f95db3ae3f5aebe4a2b454fa,4096,184,277504,745984,409600,672256,703488
d521888e657bc5889aca433e4832a07d30d0a8532c3d896c98cf036e81a8d188,4096,232,292864,709632,749056,749568,749568
d5266d3c98e949fad280fdee56ac3c9f7de0be0e6148f57e4f94ef5c606305b0,4096,216,151552,565248,176128,421888,684032
d544e2ed6e776473fb050acb0fe3d5f03f8e1a7ea4e51aa72b6a7a58e01c26ca,4096,264,151552,761856,765952,757760,761856
d545197daf52f29ebb2cdd80c830e04d10a4d9058bd8bb516b850d176c5f702a,4096,248,292864,358400,409088,654848,747520
d559d55fda200ef1ac0a282c9347205884d0d1d6ff56b637b79d383eafb00549,4096,216,299008,602112,200704,757760,724992
d56f4910c92eba4badd5aa7a7fe805ad5368b4268a43c826f3ad151470997937,-1,-1,292864,726528,571904,746496,722944
d56fae33f3e15133768d6ceb01d4283f096a3df43fd335e0f6f0260884722153,4096,248,273920,573952,46080,676864,721920
d5760534bf03803fac33b0f1082d22050fe3db1d86c02b890a8e4748b413be94,4096,128,178112,340928,692160,484800,46528
d57e1e52d7d5399573a0bd5d832c9504b959743d37d3a9d4a8484556feebc30f,4096,232,190976,625152,668160,677376,656896
d5808159db076eb36942eb37de35bc4fda9b878ec792ee60eb7004d50feeae83,-1,-1,-1,716800,749568,743936,744960
d5902069021fe215ac4524aaaf43b3b3015808ee413152adbb37408eb2956b95,4096,184,200704,655360,544768,765952,647168
d591bfd4557c36b1ffbced518eb016c0948005ab87ee72fbefbfe62da97ae28a,4096,208,292352,663040,701440,739328,696832
d591d1de8194de6860c47e3b5546d71bf5067ec0c3bf1a836f96dab1dd5655c6,4096,184,292864,586240,724480,216064,409088
d59a31c6e76d60b707ef8e041d15a8a7cc8d8efaba15fc7011f02907384fd689,4096,208,292864,749568,635904,556544,654336
d5a3fcdd643729c11c1f31466c46128ea4cbf6045bc2fac7560d09ee82e1336b,4096,216,126976,765952,696320,765952,729088
d5a700f95f6d077d33603f603e027c04db7be5d93f3458b5375a1c299e311505,4096,184,292864,346624,748544,734720,577536
d5c98b098fcd65ab651c557a04b26cb6008c4db5dfc5df8d69e8e360e6e9c17c,4096,128,100288,320448,623040,731072,340928
d5dd200f8b83f1bb272f6c84af83a8cd6d94dbc17dd6ff60a8dad40f9b04475f,4096,224,251904,619520,694272,745472,692736
d5e087fd6870e637ce4e40db994302626302304401b659e463f03aa513d2c28a,4096,128,142784,620992,349120,260032,329664
d5e602c3baecd34b8f6ae70d12c5a16022ab63d34911eb4c61716b4f104329bc,4096,-1,303104,430080,221184,729088,761856
d5e687ea9efccf98b692670187d794b90e76cef4ef42d0be1be5be84e7d46b50,4096,128,274432,741376,688640,742400,642560
d60209ba272c36dcf327546dc6eb556875dd905e24028742ff173e2ea76d9f4a,4096,200,289792,749568,744448,740352,740352
d60e494b4eade15328da2311f105d0ce4ce7bf619291d9c388da1eae95c8ab6b,4096,288,194560,623104,745984,749056,708608
d611cd9a8536b0c58515eef26491ae088d72c7c9012aecd4e4a4fea00af53395,4096,184,200704,557056,565248,753664,733184
d613cefd3b806fb24a753ff62c8d5063ac53aa23282963ec245961597079284f,4096,256,245760,751104,751104,647168,751104
d6145468889318ef20fef02f578055387c1626a64d73f40955f7d6788cf577dc,4096,200,292864,663040,732160,738304,720384
d62efcb5ec96e9087fab912cb252528bbd36d06155f387d4022504aae53d1cd3,4096,184,262144,495616,692224,651264,737280
d63cd6228b66c84674d964bdaaa8dd1fe802b5bf0be652d26b4a69f89575e167,4096,200,303104,708608,716800,655360,753664
d64e0a6c79626e858c289a5d836a92e5ea2296a576e6c9953ba9cf23dd3ba020,-1,-1,-1,-1,-1,-1,-1
d660eab32410ca55d7c5a12aa580aef839c05ffd4909e67192739f4d64f48183,4096,240,193024,650240,701440,673280,450048
d668fcfccad25efb5bdeb450c1828594926c4dfa25615dc9b74d8508ef93c0e3,4096,224,292864,609280,643072,387072,747520
d67cab7475d5a52379511d5d14a6736780d19d1054c863ab64ba9813e10ab1e9,4096,184,262144,757760,675840,643072,688128
d68623bd75d13ad2a291d880163b072dad90fce6e7717c9e9fa409370141d691,4096,128,289728,378304,565184,46528,21440
d691ccb60b0e8b7c734f47a9ad4ff748b4a7cece5307bef2995d7b0e72798c42,4096,240,204800,712704,753664,757760,671744
d6a5bd8d4a6c672adcfd36ccffab9135b274e076352f0429990ea74ffae3877f,4096,184,197632,734208,450560,745472,676864
d6abb84e1d2682f5e8997fc3032d1e3068297afae7027c13ec4ead5bdcf2e61b,4096,128,292864,717824,703488,689152,680960
d6ca10c246b98591645181b9e9fadd9bba88caf7fa30dc3f87c1704a761d8d0e,4096,224,161280,743936,597504,548864,667136
d6d9f0edfbde17fb1d6c331d38e13761b4e89d15e30be05e8c64c64fc3b36d8e,4096,232,303104,692224,761856,761856,761856
d6e1ba8f484e04732496333420d6a2dc99a366af5fad4f60f17128eadf0891e1,4096,248,292864,676352,750592,745984,744448
d6ea03d6f4a3d45d59a44e02a78f35e22b357155a2f6b8fcc7a1bada09915239,4096,128,292864,527360,738816,733184,678400
d6f8840532208474627cef095e87f341828b3191fff1065fdfb4b77ef8de977f,4096,216,303104,765952,765952,675840,737280
d6fd2968cd00bebc69e3684c7385357927e0c27da4eaf2f1308fba3f169aa656,4096,200,99840,701952,749568,193024,742912
d6ff1598f09fae8648b7b051a0472e1503d01cfdd9a11d04c5e03502281257ce,4096,232,246784,750080,750080,710144,750080
d70b38ad0d1984e037a26f256be67f51da3e1593c2004c18df58f3b3d1014a73,4096,184,200704,561152,741376,679936,581632
d712cc983c41a8d6257f48ad3872655e04c83afffcb1e6198cf53c0f34902456,4096,200,303104,757760,712704,765952,724992
d715bbdd45920981eaf241237fe5e4f8768878cabf8ca76aba3b2446271a6429,-1,-1,-1,-1,-1,-1,-1
d71608554d0d471171a479108c60419902b1d8425ce21c610180b0d387c382a2,4096,248,-1,-1,729088,684032,753664
d717d456053f6f8b6f9d8502acd39a0e72cbe2384d9e039f1e294b725faac48b,4096,216,279040,649728,747008,733696,-1
d717db70b5e5602afd8c731ed26b53820a25a5aad9c4ab9b4805ef2d3aa2f82b,4096,184,200704,638976,618496,503808,565248
d726385afcd60e400a0b19e3e66ef820c9e07eb7e9d877163a96b83b943d86a0,4096,128,21440,178112,673728,222144,269760
d72e335c53fb77e3d60ddc64756ffac6506c48157cfaa5d8d87ac699058ca3e5,4096,128,40960,270336,8192,675840,303104
d734b8e3ff8682431d36f98a86ba77708d5db7cc529489f2a3b8b59d7766f513,4096,232,172032,741376,421888,761856,745472
d73c7269f0839d7243c1e32146d134551afa32159e7f260c20978d1f976d10aa,4096,128,6080,452032,260032,340928,46528
d73c85348c0d27e161fc6e794f43d979fbadf69a6d51a1c4a83bf9f97b4bb135,4096,184,208896,765952,765952,765952,761856
d73eec7f0517d32c943ab20de788a73f9bc3bad7e24e6942300f941622693b02,4096,280,-1,655360,-1,704512,-1
d73f8a1cd3c6560a2142014f3f368a94ebbbbe5368a0056cd45efe521089bcc7,-1,-1,-1,729088,717824,713216,-1
d748ced5f517f786940f737d73b13b2249fcfa3eb56899ac00ca500f01bdc083,4096,240,115200,338944,259584,258560,689152
d74be511167f2fae10e9a52af51b88bd7d269948269e281530e9934409db1f4d,4096,216,237568,708608,585728,126976,716800
d7580f273e6e96986b5a2d55828f0ad4abb8483d38749a297e4797b8d06fbc93,4096,232,292864,750592,673280,665088,748544
d76285d0535fe4546f9f91aa000920de07dfb55277519e5d43b18ad7992b3fbb,4096,16,116174,682446,676814,706510,575438
d76c13f5a51535d78074affe8c17bfcbd16694aef0e74de86f3da6fb67f27370,4096,184,303104,757760,757760,757760,757760
d79a2284773e2fd3be2e91f7a477c4f6d3a0c053d628d8a77e27a980cc5ce4f4,4096,128,292864,578560,746496,623616,749568
d79fddd2460be823efa798d8239f3d8d93129f58d71fcb139278e0f0903621f2,4096,128,193024,740352,707584,740352,705536
d7a17973a16398d396cb48919565da2eb50067a768e21e98a4b5f784596281fc,4096,216,155648,151552,589824,581632,692224
d7c599a76dba99329fae4b354533cef16dbaee4090affafc49fa229a35b59de9,4096,184,151552,589824,749568,737280,720896
d7c9b8adfd6c5059a89a5ad95aed9fb57e9a6a66f00804e15e225f178378431e,4096,224,-1,-1,-1,655360,687616
d7d127b2052dcac5747e445aabc143bdab4b772ae0ed70cd47823bc8fd2f1e05,4096,64,178176,652800,727040,752640,626688
d7d717eee19af029e2c94d16ac83bbd1a9c1f60acfc27ca4253374e2ef554260,4096,128,46080,571904,741888,672256,740352
d7e8be284cda2a5f0d379019e5c8c41a5c2d2c1f67e60d8b2a8b4d3b0caa75b9,4096,128,287680,340928,710080,703936,750016
d801072e5037f033de51ca4543b0a8d63395f9c674d1919efa4834fdc2041091,4096,184,294912,761856,696320,708608,765952
d81197a2cae349fb60f0e84616bb0e257db05d7e914be1fe009b4100a25cf97d,4096,176,253952,724992,761856,741376,765952
d820e4f5e4e430dd9a937e5e1c445355ee6453d92d8ad5c4cfaa97ff5ae0622c,4096,184,303104,352256,344064,688128,765952
d82a650b56a8d31fcb6abbb0f927dca65f1c345d12e0e08b8e2a52fdb1558ff2,4096,64,293376,752640,752640,752128,752640
d82b7ee3f262e9a7548f3b972309396f8fdacf5b78f6c30e9e0f3b5f1e3ffe6f,4096,184,303104,557056,638976,724992,720896
d836e4dfbd2be3ee0f3d7f8a260e734b8969ba4facf7b9a795d9bd8e3fad2aa1,4096,208,292864,750080,681472,750080,743936
d838ffc0c7d98e26dba966552048a2b522529fede3213bc003bfbfb372b709c7,4096,184,200704,581632,565248,724992,757760
d84589af4aa435455b468aca542eef2a459a07d1201aaf870eda7239b8813437,4096,128,159744,303616,592384,745984,659968
d84b095d23de70654b9ac50d89eac2765201f64f0275dae1337d7b041e93f09b,4096,128,292864,394752,749568,747008,747520
d84de41e6b818762d3ab2ec326f87c489e733e89b07c2f225111aaa40f509424,4096,288,292864,689152,339456,750592,750592
d8535121c4294b1e2eb51a6c23f2bcb947bc346cad6ca28ea6045c674ab2b4bf,4096,200,303104,630784,733184,757760,761856
d86e10938e1407c11410dc2c7e6c891ba4dfd1c1b1ed5b48eaf0ae365b3f3014,4096,184,200704,327680,589824,208896,589824
d883a41bad13da6888996c8e0d943bd48a7312692fa6405d43bc0373baf59e50,4096,128,292288,332736,178112,340928,410560
d886b10cae01976a25efb55a09890d872459ba303506ef2f06f287b829a429a0,4096,184,158208,685056,716288,622592,709120
d88d7c8fd9cd2b99570bb063b6892b5a3000f69f72701219f6e9c7b70f836d08,4096,128,61888,352192,384960,308672,603072
d898f2ba7cbd49597056757360461773f570958af761d33bd878706c694f78c0,4096,128,211392,355264,237504,452032,340928
d89a9509412ab672e844e04213dd96cc9f1617c16e26a0057ec8815f3a604739,4096,248,193024,685568,750592,672768,750592
d89b3db9ed2d19598531886b3df139fd9b046955b7709aa5f9eed14e7be032f4,4096,232,303104,368640,638976,696320,757760
d8ab5c636b7b5b17cdd43bcaced2fc33ab57f3a1773abbfe4e34e884bdda577d,4096,240,120832,705536,705024,598016,750080
d8af6cac7607cab4236e3fa4068ea8e3daf5feaafed1f38a91d1a0d147560119,4096,200,299008,745472,757760,749568,745472
d8b1f14c3f33bf18807ea26270b8f7d77d12afc4ce25c76a449546c4ba903217,4096,184,303104,765952,749568,737280,737280
d8b4751a3490f66f801b13a1550471d02e8049dbf9e8d93dd9cc4ba62913fcdf,4096,256,290816,734208,628736,706048,648704
d8baf04b924a4a2691459425b54e24d5988db808afbe35b53ded40d09c6694dd,4096,232,203776,231936,187392,293376,152064
d8cf8d2b38bdfc83807f443c0adc5d1fd53b4ed2ec2dfcc50633555344a81640,4096,224,257536,631808,749568,619008,630272
d8cfff829fdbeb6a98b5ffa9374161edc18b4e805aec06dd002c00693f31009f,4096,128,59328,360896,305088,253888,744384
d8dbab23a0fa919bd90f1370f0f4722561b5de89cf144aadee60bcc6355d4f66,4096,192,303104,749568,761856,716800,729088
d8df80ceb9ccc3bdfeb405a1b134c83d434da6a7f712e8bcef25666237f008b6,4096,184,151552,512000,630784,749568,708608
d8e0d06a57ff3ab1f097e2d0f1e3696d5176c3a46ed975e2e02a3b21feec60b7,4096,224,292864,291840,590848,660480,547840
d906e05a714a9d9dad6f2dfb6341af9c570417bbcc62016351488a540bece681,4096,224,189954,745474,745986,711170,749570
d90ebcde7ec6e9cb12ab7e222b43e2a9198e84e7041ebed63cc2cd2fb44a967c,4096,184,208896,704512,765952,344064,757760
d91036c01dadf6e77819f398c97c6002959a957a41ffe88ba2d93070e4b29262,4096,128,285184,721920,749568,556544,617984
d9111dd1d99b7c6c70b44cbc3b589dc3a1c5b47d248241eaa748a31c10e900ed,4096,128,292864,741888,749568,749056,721920
d914c0ea41ea216093b3e9071e85d53856cc961ab65aa115264d4fb346ad8676,4096,184,192512,712704,765952,765952,765952
d9178999f30f3f947432473ca3c9705a71dd53a4d855c7cf2c08a2708abffe5e,4096,208,278016,745984,748032,745472,750080
d91c2acf23e16de4ca6fb66830902c63dcdab6803cf6c6d5cfc5954fdd5e0cb4,4096,240,289280,748544,698368,735744,729088
d9223c7bb73e5b9e31a86eb3e3ffc24402a2554c08e584696c7538c4a1d6ad6a,4096,248,292864,623104,679936,748544,750080
d9362381c1ff5e0f9c5fa03a23d6cd508397a392901d9a6a8a620cf8bddcd4d2,4096,128,287680,689088,702912,254400,254400
d942498966a1fc5a2df8d104ff735b4417197fc194ed44a6b6048d8e2898cd6c,4096,200,303104,724992,757760,692224,761856
d94494a9bdb56975845337d7bedc48ca217358250be3883a9d0cf9c41c779c55,4096,128,288192,579008,633792,579008,750016
d94ebb3678c1440e82cc507c2a020bdf3e320b6db45dd073255bf4505ebb8bfa,4096,64,293376,752640,752640,752640,752640
d95ccd2112c62688f1d16ca8e6bd2306c65230b1746b380885bd9e9eaf6061cd,-1,-1,-1,-1,-1,-1,-1
d95ebdca272032671510f8de49f40a116da8a64f95f29f6bfe58e04a041a6b61,4096,232,137216,315392,703488,703488,655872
d95ec69a8793caebd4b18d3851f4d8b406e7cb11b927f073611b07ab35c3c9a5,4096,128,292864,713216,700928,737280,751104
d9874236d1dba1983e888d6effec3488dd6bd4303a717c4ebf2481d4cb61c5b9,4096,256,277504,575488,736768,574464,752128
d98a9e360a5ff0aef0aeeda28cb140febbf188258bd260399fa132ece544a251,4096,256,167936,757760,565248,765952,765952
d997d0f8b85050a637de0f2c66bc5f8f182ba2d183e62b4012d7d51c7b75f1e8,4096,224,303104,557056,765952,724992,765952
d9a32cb623ccc6302ca522c2c57635c792617a768f4e360ebd70f9e90a7e9bd6,4096,200,303104,741376,761856,765952,716800
d9ab4237495dcbc73183c6e60fa26479b36bc3cf677243706cbdf443b6fe59a4,4096,128,21440,319424,315328,367040,340928
d9b652bd1051d8a6c3d1546cd45f4f709b11bdd811f003584f5812fd26d07e3f,4096,256,303104,720896,684032,634880,765952
d9c5ce9b4ec14ecfa8af689474ef45912be3c6e85bf0d21f23aa630b5b1a3055,4096,184,292864,483840,403968,634368,154112
d9cce5d7dd98db1145582da69b1f41e2d8609c5b5f18bb5d9bc9d81f12123834,-1,-1,299008,503808,765952,737280,671744
d9d7ef4272fee41557751c07ad4e150ef056791353386c734e4166de87a41702,4096,224,292864,735232,750080,741376,740864
d9e20ac1a69ed615c8134d10ee7cad91dd625f7d3f8e3e6fcf7423c78bdf89a0,4096,184,221184,720896,462848,675840,745472
d9e9c8012ce7d8cebacc60727a1ed12663079905356a1548e3773c1935564617,4096,184,303104,765952,765952,737280,581632
da00eddb31b928d525543b40863bbe9ccf415f5ce00a1d2b1fd1dfb058283632,4096,184,303104,765952,708608,765952,692224
da01d49c9c3d8859cee4c6745ad19d24cc166adfe13f163c7b979c7e379a101b,4096,216,187392,602624,604672,670208,742912
da0f24ecb5d6817a87352606174d86d0bd5472fd8de06075486d5abc0f837463,4096,128,139776,457216,563712,700928,692736
da1eebae770caaff56ca6051b7734e342d4f5ec9cbfa62fdc37bc80eb44db22b,4096,128,272384,744960,749568,698368,749568
da2dc1055bf3bc68a220d22b81a1c5b450a1b9a02defe54f92beedfd7a704082,4096,248,211456,363520,750080,590848,655360
da3a9fabeee5db3784575e8df5063debabec99d2bf5b9f87d2b9ddabacbeec4d,4096,600,177408,716800,427008,748416,403712
da3c5e9e2f8c1683fc063492ed5621014c4cdb25dc57e86f4fba9e90c600a60f,4096,176,303104,757760,765952,761856,765952
da45e4e763f9baacd130055ccced5520c5c5a47e1b6ddec1b10cd5012e246e24,4096,248,292864,683008,669184,690176,655872
da4bc3a82f0a8959974463a929b4017396f3843ac675dc9a9eb7500ad1aede68,4096,16,279502,730574,705998,626638,686542
da4fe40d3d15e4a29975c81a017402f401132ddbebe05cfcfc3c7cdcdc49e61e,4096,128,246784,604160,626688,413184,665088
da54d25cd2bbf732f5fd086c49e47843da2acef9d232287ee567ce770bc1fcca,4096,224,292864,744448,749056,747008,747520
