hash,CS,FD,gamma_5,gamma_10,gamma_20,gamma_30,gamma_50
3ad3da49e2ab172f149dd1fa26275c63945b05a3e8e54d2012015d7ca8f3ed4f,4096,128,293312,217536,319424,589248,577472
3ae6a9c1327824930aa50e3eeae28e34474ad2360afd510709a2503bc93070ee,4096,128,203264,640512,749568,749568,629248
3af36ceca03e3567b493ba8ed7cd8b649e389bc093cc39596ec5008d0f01f3b1,4096,248,19325,232317,129917,129917,2941
3af51c532b3f77bdfcaee05a25b60cf94f2c954668f49c66bef486a365422ba6,4096,224,286208,749568,749568,749568,749568
3b04064e17e7949924ca6d56fcd94ac26264c3d20618ba1e29ffed23e0bfbf11,4096,240,292864,594432,701440,733184,728064
3b08b8a787bf2ec7dbf08e5eeaea1b3c0b6f6b053e2a1ce3b50fe4181a07f484,4096,128,176576,673728,493504,724416,655808
3b0eb86a3c2f46e0e8214accb6c07f217e6101c738e5d2cedfc6a0079b60dc83,4096,248,257536,749568,748032,712704,709632
3b1ed48fc686f7f23d527056fb738f8108f6e4ad664bde163aa8481ae81ab8cd,4096,200,303104,622592,765952,684032,765952
3b2324098c7a1626e1ca8c8c3d9fc1710705c4feb8fb0b5c8410e2b7e9ffae97,-1,-1,292864,730624,386560,674304,-1
3b2a7ee828bbc62331d70455e7a1cbfa7a7df7d61d57cd329d3bf9d9ed4e675c,4096,128,178112,603072,319936,325056,744896
3b4855a429b2b77da3181cf4e4abd609bcc26b1a6e04dfd65e2b71c1eaa4122f,4096,264,120832,665088,750592,737280,-1
3b4f36ca7d46780ac508f00be7fb5154586c67c078cd3e6c695bb3d29570a421,4096,128,287680,359872,46528,6080,340928
3b4f70fabb18e6355cbfe57763b10bbabe0e6e41766053e43ee809cef3153565,4096,128,293376,490496,681472,677376,735744
3b6226c68b89b16cfb4eb37a0e1993725795c01f923a3dc0386d9853a40a14fd,-1,-1,-1,-1,-1,-1,-1
3b681bec41738ed5c6ab4280f8a11ed2ef0c907558fd019350ca7ab09dbb3518,4096,200,292864,749568,742400,749568,749568
3b6c509505896e6caa3bdffba0eb6f6f347216168206bba264aa476f96362b48,4096,64,293888,541696,753152,751616,753152
3bc2895eed409e2c56a16f70ca4eed5215520e501574d07feefefa3989c9ad05,4096,128,292864,723456,749568,749568,745984
3bc7b7c230b536896b1c8033323eadca35e4d651b351658a006a3bf2c7438145,4096,232,288768,734720,750080,750080,730112
3bcca767642acef640bb68ec647e7d7a0c99d4069ff0d43691365f02cd8ac054,4096,128,293312,750016,750016,338880,340928
3bd2092daa8d0cefc3f0a1e1eade11eb3fea5e8b632857e839f78e8ead79ed0e,4096,176,303104,692224,765952,655360,716800
3bd274400bc8dfd0ae065ad5b1c379d2a76d11561ecf5ce0528bedaa923ad593,4096,184,303104,679936,692224,765952,180224
3bd740bf8cfc70ea27b618c06efc5b76ec85ba9b23edf30228929cb442328b00,4096,128,80384,350208,330240,264704,345600
3bd9cbe8893e51a4f354b7fe3bc8feecfbe230b1381298cb31a800f19cad3509,4096,128,180224,381952,273920,604672,466944
3be095fdd280eaf2d42857cc9ca707901d474886be65b0f689e86bf6cba749cc,4096,128,276480,750592,329728,632320,754688
3bfd1a25095f8ab0cb84c423b8b3e351d5de9d2c5d532ffeab3d9317f631af4c,4096,216,292864,670720,643584,669184,663552
3c12d20b648b26ecd4e9cf361db877c34d5b6d5bdbfba412a27fc2214bdfb9e6,4096,128,178104,323000,254392,626616,675256
3c21eaa984ad89805593ba5e4f5ab9c592a1cdf6494bc235689f4ec1f0b88551,4096,200,286720,765952,765952,765952,753664
3c2c5852e38c5d7116bcad5098c58c178612f93a4a2b3dd4813de85213673285,4096,200,299008,630784,729088,700416,704512
3c41cc9b726a261ee346f4e0554c303926fdd559a514103c2e3ece298434d0e7,4096,208,124416,734720,745472,706048,742912
3c4407b1198c44ea0549a3b3eb141313cc920100eb58615620efda81c80d251d,4096,240,292864,447488,432128,732160,671744
3c58e0aa0480c74a3f2f41221e758a06226f555d4686ef0f52057271a93c1f5d,4096,128,292864,665088,685568,698368,671232
3c61205b7bc28d7a54d62a8fde902b7bc47999cd9361167d63255fef5f44c039,4096,16,293838,718798,613838,688078,479182
3c6f178e7dc007d3315c64f6c256792bb839a8b0f8e261765897996173b5c516,4096,208,292864,749568,749568,749568,748544
3c74518861cd42fd0594403c52c06a496befa96201ef8ad1206a63cd06bdd737,4096,232,258048,667648,765952,761856,761856
3c74e7393a12f81f3f63eb6f311dd1af852955f416532edb315d9aa09a2b39eb,4096,128,121344,498688,606720,612352,605696
3c8314dd42d644ae3ff41fbda8e6a9a21d294e7e3274b3fee8c8985f638bf467,4096,200,292864,735744,749568,735744,721408
3c959a75dff5aebf59ae1adbe4c790e58c2b28225f37c061a50a615f77826f79,4096,128,257536,408576,738304,658944,744448
3c9bcad909730c5712c8ed43e034a74e3248f73e7c742e683d86893c0942387e,-1,-1,266240,-1,761856,708608,749568
3cb31bfa3e36b594bb356b9d2e62ea1481350d853b3d10c837bdb478180e2040,-1,-1,15360,-1,-1,-1,-1
3cc29cb87850628dc58146da6cf972f1a99ce07e56b96ec5c2e89e4a6a4da196,4096,128,292326,704998,746470,742374,750054
3cc53c9eb7aa069ce7411cbb63239b22c9e3d4e07a4ef9d8f52e3065f2abb66b,4096,200,303104,696320,761856,737280,430080
3ce5a10a2b7fa37fc5720a583932f531795a657ff323c0a819971c6d434b1d96,4096,200,303104,434176,729088,724992,692224
3ce9e45694dee14b15db99e6570cc461aca093d91798353f68d24e797e3a0b64,4096,184,278528,724992,765952,679936,741376
3d0c9551ffc1b629b85831b265ec585b87dbd06f40c4d84d90777730a9509b76,4096,224,282112,750080,750080,750080,742912
3d37d01d9f1aab2d7dee0be490e66f533c83d481f13eb74aba07aa788539032b,4096,224,252416,750080,689152,689152,750080
3d39ffcdc059dbb5b8567d567be64c63618a0699a951e44e63453a6bb125eed5,4096,128,292864,738816,748032,745984,744448
3d4522c18b4a6dfe171d28d09e7c4941cbe2e686b86f01db3e661aeec1bcf995,4096,288,246784,720384,411648,574464,745984
3d45c304fa6c492e8e7424067c3ae139146534932cb480ca83e15dd45015bced,4096,208,287744,749056,749568,745984,749568
3d45ff0110e3ba188ae7992ec38eca10f6b650eb3958a50b2ca5452424690176,4096,128,282112,740864,752640,456704,706048
3d4df18861d57de9bc7d623157b44e4fce39731793d02d4107360b753c6020c7,4096,216,292864,737280,749568,749568,736256
3d51de1270209f83951e1cced61a356335bff705eabe8c499ca0857f4e9ba6a0,4096,216,258048,557056,655360,696320,421888
3d736c5f90a8e8714bd37e6be3f677beb45240843f7fe01629bf182cca00404b,4096,248,274432,750592,742912,750592,750592
3d7867b923dafb43558cc03542cc4f339cb8570fb5b4cdc94a4bcfffa4ddad28,4096,128,293312,579008,377792,373696,86976
3d8a1b124778542fa4e300b2e2db2a6ff322ab45e713732516d4ace25cc999d2,4096,128,203264,618496,738816,706048,747520
3d8acb2b3b110c80b374fe6a59d041bfba3c71ff81b72b638d8b0bd8f065ce35,4096,200,290816,630784,638976,421888,737280
3d94e879dd2f9030e3ce9a9c0761f06a0e733ea6f54e07fe0847cdf531634d87,4096,128,287676,720828,734652,178108,723900
3daa0f2f8b187e43cff826082b4e674747ed771f5962c324007405fd3b6cf941,4096,128,193468,351676,403900,314812,741308
3db8060f1a4ae866cf13faccd5855f005967d413ed25f026f212979438effe44,4096,216,225280,748544,749568,748544,749568
3dba4e829b47a176cda9b7d96523723918f2c972778e76c0cc6cf192ffaaf6cd,4096,216,172032,547840,46080,749568,749568
3dbf025401a3155a903e38d937b7161689485ff5c7c59814c9ae2826b43d8b46,4096,200,292864,656896,740352,747520,742400
3dc20c442d93419db4d490a04b6a61f64478fae1f733059702ece0dc6ba38d29,4096,256,292864,266240,295424,343040,751104
3dcd449206b24558d22f96a8372af1dfaa9d94db56580168acee3d043113918b,4096,128,196544,345536,178112,713152,744896
3ded667d8bce7820c09a1c906bad0fe4578cc8828149151667a25ca900cd9316,4096,248,303104,294912,512000,692224,737280
3df0fbeb294d4a4ed7cf9db519e060d91ac6299885623b2a499ab02027018c6b,4096,200,299008,716800,733184,765952,737280
3df666b7a038630ba2a6b262a202b36efabc4cde11525093f07594a62533d5e1,4096,248,299008,512000,765952,360448,135168
3dfd3f63fa4af7ea67fb345dcc799d8574874f54030c42952a13f09676cb0f70,4096,256,291328,750080,717824,557056,714752
3e0816f8d57a69c6d2107ebf7d9d84c751714702893b88ae23f3eaf431532bfb,4096,200,253952,765952,765952,741376,757760
3e085d557ec2c81a4345464722e6ed518697d24d4864e87fb727d3b8214eda46,4096,200,303104,761856,692224,745472,765952
3e117688c524116e082647d88bf312c75680645bbfe4816d988ace69e8f874bd,4096,232,280576,714752,708608,669184,714752
3e2023228b92cd768b7f98906717d242ea9e24087b2ef444e31853acb7ed2481,-1,-1,-1,736768,749568,731648,728576
3e310fb00cb1ac46ed42a4ce40d32097620debf9293026220ccf67599e4eb49c,4096,176,49152,675840,385024,430080,368640
3e4f65c627c95cfa637d0f7993f1a8b4a60b10f73c8fa45f0e577e7e0c938014,4096,232,292864,750080,747008,325120,750080
3e67e911764cefa17f9ed89e3a1c58e1800945c1e95570d5f45217ce33c386bb,4096,184,299008,749568,724992,765952,712704
3e76257548fdddd74c256c1361e0f178e833d50e55f02d9400e0be5893551c6a,4096,184,258048,765952,532480,548864,753664
3e7f1323365ebdae96d0fb80ec7eb7a1632b9ea144512f518153f1630b7afda4,4096,216,303104,667648,573440,675840,679936
3e8269d1236c321b4dc340b04fc2c7c9bb3a96a31fe8990c98a754043c37806a,4096,232,291328,750080,750080,750080,750080
3e948a3fd3ad2d1e0ed6776e01bca4d2984fa637c32fcd96d905a34ebe3554e7,4096,128,291840,623104,708608,718336,660480
3ec5dff135e2fd7fe59854512a6e18716b77995a9fa76e62e93f77aeb7ad9528,4096,184,303104,761856,765952,679936,737280
3ece19902044afffdcac017e9ccc4b513f3bc496e4e15314f2473f6dc7076ee2,-1,-1,145920,737280,700416,181248,-1
3ee3733afa621705c16246884f3927193304fafc2d33552382a6b849155a59c2,4096,128,294400,582656,617984,655360,753664
3ee643ec04900578bee976eea021e95eedf357574af86f5aa5d2c59a1ebcbe45,4096,216,193024,745472,628224,608256,671232
3f0d501031252e594b20c725136bcb28b09b42f5e644ed8bf2557951d469f2d4,4096,248,279552,750592,745984,739840,749056
3f210223f3025dfb41a82d5768fc216f01b1072f5a64d8f93178d2aeb64c8c14,4096,216,196096,702464,675328,294400,724992
3f43e2bc93cf24a2bdd9c078d054cf8f73a2482310c8da1bed430babc7e5753a,4096,240,264986,768794,744218,760602,760602
3f47b596f3e669900af98086bce84634976abfd6750dd2a8a2cc11bc1f04fd06,4096,184,151552,557056,528384,507904,684032
3f4eeb827862ed1bd17065e9ceb7aeb9d1ca98019c776ce389b5d448e530def1,4096,128,187840,315840,744384,320448,572352
3f51e003dde55af180d737bf09cefa8b3a111cb4233eeb547cd5e18cb2291207,4096,128,292864,749568,740352,747008,739840
3f581a0b1dfa2ee587a2113c1b67b145004c488297842d1ed31e88fb6963fe76,4096,176,303104,761856,761856,761856,765952
3f617c733381c0d11c9cb539a218edb729bd63535733ae6ef8c0ee4219b6769a,4096,184,233472,540672,761856,716800,765952
3f85c7ef432af2e56cb47f12703e6e83bbeaf87d354031223c51f4cc629b7744,4096,128,291840,691200,736256,749568,749056
3f8838df9bfc3943cf7923612bd875b9304520fce630064a1088d0a5be5216e3,4096,224,292864,749568,749568,749568,749568
3fa353f2decce1522fe5d0d5903dab863977b39451c5056a30ba4687fd719638,4096,192,282624,749568,253952,749568,749568
3fac0f56b93d61fd77bcd103e6f2dd435c2faac99b4394c3a69dac7e86cb7b2f,4096,232,281088,750592,750592,750592,750592
3faf188a9fe2149b5d77f5396c7e321df82951303cd24aadff783db31341104b,-1,-1,291328,648704,752128,752128,744960
3fdcb990071fb585f3ee9dda01258b474ba939985be025b088068442fda234cd,4096,200,292352,749568,740864,749568,749568
3ff26279cb0faaec20e9b316e22da79a6361d3547fc5e560e2b5f2d857d4cd02,4096,184,303104,368640,692224,344064,692224
3ff83b43ce3510de20d9af1db1f9a9ba2dcb87eba7dfdce8a814494ccedad1e9,4096,128,120832,747008,749568,744960,747008
4003948c32b559d1391eb3bbf8f1edfb5cf4cd9f9c6cbcf15a481f3d60f53c26,4096,200,294912,630784,737280,352256,716800
4005d418dddf7d5d396bbe06e4c2f923e8e5dfb4b22d6c3d8c90b4fb48987f8e,4096,184,299008,565248,712704,753664,741376
40119433cf9e60a7a33ade6c22013ba67f80a4acdc2877e3aac6b4627c5a0806,4096,184,303104,749568,733184,765952,765952
40341d4e7a07f90c1553e2b2ee2e954fcae26294e7a4a27ed504ee63ab1d6d08,-1,-1,-1,744960,748032,744960,695296
40352ab3400cc5fbbf1faef26dac04b5555c199668fb83610db2f43eb6eff018,4096,224,292866,708610,750594,686594,750082
4068b18579178a11344925349eaf70a734a1a8d3176f8539169291d1df997261,4096,184,217088,622592,684032,512000,548864
406eacb422b6513fcd12d262e390c49bb33bcef68f6bb1496b6065e3b70857c4,4096,200,200704,765952,512000,663552,704512
4083c12255f793a5558d7f38e6d441d9ed5f13c088166e271329f5ab43e06eb7,4096,128,193468,405948,699324,321468,691644
40899898fedd59cb4a178c2e6a77f1f06025b564be3f116c14ece861375036d2,4096,200,303104,598016,638976,749568,663552
408af39847ac2189caa845c131582d170eb5c89ec8f97af92575bee25cda7cdb,-1,-1,-1,-1,-1,-1,-1
40a3f0153e27a4671adde35836e515798747a64fce7b608e6523d301a8a4a7ef,4096,200,303104,733184,618496,675840,745472
40a7b8acb71480cef60b30d408c5d756e4986ed27aa8799af365b2af7a776a40,4096,224,122880,765952,753664,765952,741376
40af8466ee5ed787d6fb1e8ddfe584ee2c53b661865446a2138be957fce41f21,4096,216,292864,745472,744960,749568,749568
40b6b309fa77b42d0dc322ee27f0fd052b761343355ef692120d743d94b67116,4096,200,292864,670720,745984,749568,748032
40b95d8bb0b25294128c06bf11afb7f7a78345e41bdec6ef5ced037f1191e838,4096,128,178112,733120,340928,178112,340928
40c28d004978ed49e8c3f68fccc67f0efb1a5f5b007a725b4a028f403d52bc7f,4096,232,282624,708608,765952,765952,765952
40c84fc6cd63fef46032400ec23350cdbadd52325643ce1d1eaa4234c1b39346,4096,200,303104,622592,761856,761856,749568
40cc65a365b4902ed5d276fc6861b04d0ff09601d787476439436d596d3111e6,4096,184,200704,737280,692224,765952,765952
40d50457f27b1d8d3b37b2d35f6de7cebed244c27f8472f06567fa31d509b573,4096,208,292864,749568,666624,675840,745984
40d529e30f3ccd51f56b59c9c7ca16c03233affb0d3c9f62999113743fa1d2e2,-1,-1,292864,720384,720896,675840,749568
40db943e84a9eb649495361ac4dbc0bb15c0d689a92c951b1cca4b23134db66a,4096,128,292864,742912,727040,731136,735744
40dcb22843a76455964ba82e76d2b39131903e2050be9b2445563ae4404c043c,4096,184,200704,753664,532480,716800,757760
40e13d331d8c1950828a40f9cf368a4706efd0e61cd33aebcd12397f200d601b,4096,240,299008,765952,765952,765952,655360
40e5ac9f0009c707db5568632379e6dcdf83600298e3095c042cf4c385669204,4096,200,303104,634880,720896,446464,729088
40ec5d31c0566b0dd8258c887c2ab1191fb207fab20916a30e00a041f2353da4,4096,184,294912,675840,593920,745472,749568
41020dfe20711e51e84e39e5628bb9d3d21b1a4b7e7a77d339b72f1374776be2,4096,128,177592,375224,344504,746936,305080
410295b8df34f3416a4d7aa34fd520df90ba348e47903db4f6168b6f6c3556cf,4096,208,292864,717824,578560,749568,721920
41045207aabe5c95b190004e007c4ea6cbdfb77b58e510f7c1a71a0356f38e8f,4096,216,292864,749568,749568,749568,749568
4106995d7f582b74f7a3aadd7c8d5a868734475fa53c909a0c9d5655e227f2ea,4096,232,292864,706560,750080,743936,750080
411301086a9ff804c51249f8f1161e8dacdeadb43e936aecd3b0d1376a283f6b,4096,184,196608,724992,696320,532480,630784
411b23abe3c246c7cc6d8c0430782145476a598a818973326a1fa8bbebf8a2f7,4096,208,292864,703488,693760,729088,737792
411c0201b4d148991bbd8187c5ba98869d1f9d2ef07c3cb9474a5700a06743a2,4096,256,274944,752128,752128,748032,752128
4131a9bdc4eed5bb9520a169ba1f7184aaeaabe757811f718e77862857a13acd,4096,184,241664,557056,716800,753664,716800
4140a1be35f6f7b09aebc48630ca770b3901f1582d76be1edd6a9cf88e562f1c,-1,-1,291840,747008,749568,749568,749568
41485b4c56761b64686b10ecb3549a7679cc6727ae50122d3674c4d45179ed36,4096,200,126976,765952,757760,765952,761856
41582a6abccd9dc1fd244c077a94f8988a6c8d9933f25019628cba9837cd11bf,4096,216,292864,749568,749568,664064,749568
415be9e94b33a0df335191a81f4dff7897b0b197459acb59ecc4c0feef37efc6,4096,128,237568,749568,749568,749568,749568
416353339880e5278aae6bc83eaffac53bcfe414464deebd6140d6e8c82d9454,4096,128,295424,742400,743936,744448,741376
4169f7bdc0ee36c85c6e158508405c039bae69cc87f8c121fae6d682fefc944e,4096,64,292864,747008,700416,739840,749568
4177eeb3c7884ff5c1ba22106b44966b6223b022a2098125dfb6c1533ce04393,-1,-1,295424,754688,754688,754688,751104
41a2d2a27461d30048d6953c16bf5f193a21fda05947c9e440a3eed63f5a77c4,4096,224,282624,765952,765952,724992,757760
41b409d4e73fc97150bb4b8c63fc6fb5add082f66f96499ffd76d3480c1a23d4,4096,128,248320,633856,738304,751104,624128
41c826897ee83147d950755f903241d878f2c223f45e459862da2512a847ccd4,4096,256,303104,638976,647168,700416,712704
4205b0d01954f585909ee50592df93ca12c21012bba4634b78e36902c82633bb,4096,240,291328,718848,551424,747520,748032
42297e0ac4a8e0b7ca453f8e88b06e99b25e94862ac8d07854821de63aef01ae,4096,200,303104,651264,753664,761856,741376
4236d4ff22243084a48bd37e631777d64d3d329e2bc9690296ed925c4a71022b,4096,184,262144,581632,757760,565248,761856
423a837f964607ce52ad4dd40730c054e435a8b0288e4ff05d5ffb5ea4219bf6,4096,240,292352,722432,720896,687616,710144
42414d08b625c142757174ace7dbadc483650052a17e82aba2e85b6b66f87aec,4096,184,200704,540672,499712,512000,344064
425f50f0bb1fc71924a204448d8733d8e0e90703f52436d9c72a716943c7b18a,-1,-1,303104,704512,765952,720896,655360
427953ecc45609799b2ecfa1df0480165225c8878c781f8843ee29d23943eed6,4096,64,287744,659968,674304,702976,-1
42924cdd9fb54f15cd9e84c26d5ce629c7f2d646ec58c92b4343462a798197a7,4096,232,291328,325632,704512,665088,642560
42941029c716cc264edccf6f029eb158eb86be4d364ab0cd698727f2106371eb,4096,240,294912,610304,749568,765952,765952
42b74c5b04f8c2475200351a3d3e350ea99d99d65ab2317674837967a3ecf0b1,4096,248,287232,626176,737792,722432,588800
42eff040eb0a70620fd70464f274e23a630575d43772c3052988461dd3b2c326,4096,128,141760,59840,750016,46528,750016
42f30347629caca83ecdf688d335888d71bf3eaca0fe9194a99d3943d4947f09,4096,184,303104,671744,647168,765952,765952
42f68960e09a5f0824e7bb615805102c8d38d5adf3de4f48d366e37aa690ef7f,4096,128,8192,479232,259072,264704,259072
43009ce448fb67a6682140d7bdf6ad0ad49ab8fc5ea7faf3bd54ec4e2596554d,4096,232,299008,245760,765952,618496,651264
4318b46accc926f5bfbc169ee495c4b86306626d1264474c410d1d513c7b4404,4096,208,-1,-1,-1,-1,739840
4321d120921552c63f836c23673b62b573e566fc760761d62cdcd533317b043f,4096,200,292864,731648,749568,749568,748032
4332f8a2a2c33324e86f48f7eead903dd347f44817955bf4ca19e50c18b54d84,4096,200,303104,761856,737280,741376,684032
4344a5b403abccd24b0d980902c976d0845d0797a86830ad1d3610ad48d6b8de,-1,-1,290816,623616,710656,749568,-1
434b46b87ed41aa8c6e934ac79c0d637c7bb2b3f66d58121a2c9fceea8e16ad1,4096,232,277504,700928,750080,750080,749568
434ee7911d8767e1ba4fcc1bc8792938cbf94769e89aefe607477f4d51512a2b,4096,208,292864,750080,726528,748544,750080
43574e52228713b21521156d7f80889b788f238537d72b0449c255c9f073d28f,4096,200,286720,700416,761856,638976,708608
4370c5b8e01798afc0e6c419c299e6511f7c03717bf0579ffa7f7b64d99e594f,4096,128,292864,654848,689664,711680,698368
4374654d810a4479a9cdea6f7e4d6367c736606797cdb9543ce1673858cf6459,4096,200,303104,630784,438272,716800,700416
438085c404155190d8181fbe8c7f101912eb794057d02c61d52923e9b0bcaa87,4096,128,292864,647168,430592,128000,450560
4392e58cc0f72521cd4b6c9ab36c243e70f0ea356ee03ff5c98e81ca3a7dbfdd,4096,128,289792,598016,340480,684032,677888
439f9f393ff0ba87cf7e1cb4e13b374e3a1bbb13ebb05c16085e7b06125b8369,4096,128,272384,749568,724480,749568,634368
43b021fa466505b3eb4b9366523e955bfda09f50feafa33d5e01776c9c793576,4096,200,303104,753664,651264,671744,761856
43c0b9758aa15584c91326e39989e0fddc5cc53df27972bd82a79b3fbc1002f0,4096,128,291328,738816,748032,735744,747520
43c387d253d6c53213d286773fa68259e201dc4fcc83bae4a50fb5ed7cae2dc2,4096,176,303104,765952,765952,765952,765952
43c6d3184c6fd20d1e14c263e957360a6dd2186c81dd15d38431352340db8a08,4096,216,167936,581632,614400,737280,749568
43c827d67c37781ec359a9d6366deab0a2233251ecbfa753f0add4570f138b3b,4096,232,253952,757760,344064,761856,765952
43d406c8b49bf1d8c12ccb1b7a31a7df1761ed15a140477e10eb8b69aaba5a75,4096,128,137660,84924,380860,305084,745916
43d475ec726d72fbf1354e8d087c2b89d1134efeaa678a7097f0199764518ab5,-1,-1,-1,-1,-1,-1,-1
43de9f62e258f8ffb07d4c4d71ce21726d27a64eb2beb3cb8eb71e3232870cb7,4096,200,303104,765952,765952,765952,765952
4400ba3e362547bd92cb979133dc170d734c702a803b57a2114de517b87a4bfa,4096,224,292864,704512,748544,684032,748032
4410b01a296ebc6df95b573f0e651fd100b2b098b79e47db2271824ed3aec538,4096,224,290304,258560,700928,745472,679424
4430f3778d95c09216fb736cfe0534a0808d7a14fed1615d89da28362d887012,-1,-1,-1,-1,-1,-1,-1
445210d16fadd51e4e82d42907144363f86097be6388e0d314678c3c6f48cbdf,4096,16,293326,753102,653774,753102,704462
446b71756b78f4a6bbc6bdf7857dbab2605a17418f8ac18fac32ce2067515bdd,4096,128,292864,489984,297984,495616,0
4489c11b33dcde81ef14dfa6bb72b7f1aef89c631ca6c925fc229266e097b9e1,4096,128,293312,623040,178112,387008,342464
44937e53b82a3b73396687e3c36daef50f71931787591119649a677ca334cf36,4096,216,231424,750080,750080,750080,648192
449cc6aee99b8682a4acc38c9e14791b0fe1cc03ba3f428bcf590112e75d6240,4096,208,193024,721920,749568,719360,744960
44a1ffbce298badc4ea35ff23d7204067aae56c9f5db67018bd03e9e3fae0ce9,4096,232,184320,712704,765952,675840,692224
44b20e52107f62f88a2e0eb4d978bca23e2d32741134117d70acc9bb064323c6,4096,128,281024,340928,340928,340928,377792
44b396d90f541970e6afe7d9e4e5d63c8943221a8e407bce5fd35422db93f126,4096,224,299008,761856,569344,638976,765952
44b58993f03db2ffdef16ef37f64f693f73c37f242ab9df1e684d901329f3bbe,4096,224,292864,742400,626176,748544,750592
44bac134eda644016a8b033b68ca171d2dfc714e99b8b5980e958257e84e02e2,4096,208,292864,464896,727552,572416,715264
44be5eb349da86edf2da1c38f0e0112c6fe2bbe416aefe1fa758b5405c9d3fed,4096,128,277952,318912,409536,340928,6080
44d2793f5cf9483325ce4293d7abf8e7add05c13ae60730abd9192bd9ee50b01,4096,224,292864,633344,749568,727040,749568
44fcec24f9bcafeb58589b329cd05f13a562e1acd71554539d805912741722db,4096,240,15360,332800,320512,340992,512
450073fc49734a21acbe1439d2540a8c23d71c4dc133ac125ff86de343e1a975,4096,200,303104,724992,765952,765952,634880
452a8b888050b42fef41467128ba8c4afb08408a66e23fdbc913269ee67ac7c7,4096,200,292864,669184,724992,702464,749568
4560e0a89a1afe6ca5c72a89170c2d883ba017faca15c12699db9220fa6f3b43,4096,232,290304,740864,748544,718848,748544
456d440cf69140b15b8701a8a556324a1bb57f3caa070756baad1aeeff862fad,4096,184,200704,548864,749568,585728,765952
4589a3d008abb0701815391d3f55b87349350b8e70bf5df53437f91fd1b6e094,-1,-1,288256,752128,752128,681472,752128
459d93f27812354e909e45424a6661b0309bc05c93912a427882bcfc6c4fe86c,4096,224,289792,403456,602624,253952,747520
45c0de2b6bd6021d4cbdd9ba84e180680e3b747fef69de6fc5c8c5a484b17142,4096,128,293312,21440,20416,206784,734144
45ce8adac022cf0222fc4bf4307f90534f72d3db238a08f862ac2884ccff746c,4096,128,271872,715264,749568,672256,749568
45d4b13748577e6abe07dfe061a810254fb6fe9967036d9fad83ac1667357e83,4096,200,303104,659456,647168,638976,749568
45ef8c16e1460441f0de0072b8f91efcb02c91c2fe68bf71c4d816dc0380c25c,-1,-1,-1,752128,750080,752128,752128
45f932376b2ef5ee7eb383e5636d324a1632759624fe68b49fb437f6ecaceee9,4096,256,303104,765952,659456,765952,765952
45f961f2bf029e951806de2f7ac946805c5249ffe2ccfbe16894d2b65b03e445,4096,176,303104,671744,344064,696320,704512
45fecfd0cf2335d4300c90e5475fc20bd782734a9ddccfe0e280498eb50b7745,4096,128,292864,742912,694784,749568,683008
461fe886a7ead5e29b11961f8025c71dbbc29e223264264075bec58c8b22e238,4096,176,303104,684032,765952,761856,765952
4622a9fe3ab2e861806c020f799cb90d1deddee57757652c5a0961f2caa558c1,4096,184,200704,548864,765952,589824,638976
46231913e92a576de9cd3a8eba006f69e3ea94f510e76eb2015acf5c81f126c4,4096,200,303104,663552,647168,675840,729088
46331c301a2e174787a444d7078da3cf6b87934ab07ae14fb20c3f0895c41228,4096,200,303104,667648,761856,634880,761856
463708902df31988bb6aa7f619044eef9396983331d92e6ff552f300b664ab6c,4096,184,217088,512000,663552,565248,737280
46469d6ae23eba936ea4bf645784569d78526afce95e87fd716e45c38834825b,-1,-1,290816,741376,675840,327680,765952
464fec1471b14270ec0db1dfebc88ceee3626a065503aa99465256d8a0d8c034,4096,128,131072,724992,733184,753664,765952
466a75ab89f1c025b4ba54b9a2942bf31f822d3e79509bd804cd0e01d51aa1a8,4096,232,299008,659456,692224,700416,667648
467b078c1d5ccbf2bf2c44ff13329049d8cfcc2bf74db103804a7e4ce7671aed,4096,128,178112,254400,409536,340928,448
4694f3f24fac80f80ea32d3db2b49c0cd19f5afe799e714b1eba4e8b50c3f003,4096,2248,292864,571904,546816,689152,749568
4696ab3a124d6a7872125bfbee6e92caf708887cbd5014edb3296a9fb1bf0c57,4096,232,118784,393216,716800,638976,761856
46b87c7217c846d5ec7b4db2a22b8a9e02693de0df1eb5123e524f0d998a9a9e,4096,128,236544,571904,749568,749568,659968
46cd9f25f187967efd31b21542eca9b82f1489346405d538d90685efafd4fb7e,4096,184,290816,532480,737280,765952,663552
46f65602047d4d9284a4bc3eb6e07ffc524db82b840a02ae66f4d1f9746e2363,4096,128,293312,409536,340928,409536,340928
46fd75152c57d5dd81954d6eda8024948ac7b54508b179464e2652547a65d9eb,-1,-1,294912,765952,335872,765952,765952
47059e444d975537ba826424da94a9c2f4cf31ee291594f4be5df2caf5471a27,4096,200,193024,671744,672256,409088,688640
4712c46cb7b74530b6810fc1c7566c27eb83a1864f1333420a03c565a8855d66,4096,128,287680,359872,216512,660416,170432
472071f6f384021a7a506b2270ecb5c5e9827ff0c4a81dd7b219fd9b06d12d50,4096,240,299008,634880,638976,651264,761856
47213580140e221b81963ff09432b242fb7e4c0f1ac8b45e3a603eb65935d0bd,4096,240,267776,634880,710656,678400,409600
475a06186a42294c2347589a1784fa9062277ce7269bd7f75aaebce94efeea73,4096,216,131584,138240,16384,1024,1024
