hash,FD,CS,gamma_5_x,gamma_10_x,gamma_20,gamma_30,gamma_50,gamma_10_sp,gamma_5_sp
5e6a292e6d6996365623ffe497ab0bc98f5ec6056f4e5aa14cd04233ffdc926c,-1,-1,293312,718272,746432,725440,716736,5856192,1115072
2e54fa57a65b35b53a7fbe85b092ecae8f3ede9431913d4543a6df299cf006b7,-1,-1,274432,720896,765952,737280,765952,6152192,917504
ee7931107c8a4120ed831f6e531f7fe7dc0896e40c42eb6eb85f210f69ff8c17,-1,-1,293312,724416,719808,656832,724416,6180800,1095616
71646b9735943752e7b210bc2051c57a1e73aa861e99dca666d0b58aec7bb540,-1,-1,-1,750080,719872,623104,731136,6185472,1090560
e955d4a412d993492fc8932ed4d0efd157eb77f54e9a443dd56dfeb2ac6ee834,-1,-1,252416,740864,704000,716800,750080,6185472,1114624
bc0f0f9da963a3ae2d90bde524b25106efc9718ea707d26836022296c5271548,-1,-1,289280,750080,603136,746496,650752,5848576,1114624
8b69220505aa9c8de5ee2b6ac52421f44ac77be4e96e0688cc1db6679ece4400,-1,-1,264192,741888,655360,745472,655360,5985792,1050112
3623b0b99b0d350b30bc9b35bff086894c28f2485f1dd47ef00fef7f1b18b33e,-1,-1,293312,745920,736192,431040,750016,6020032,1115072
6f89ed1cbf8a558f6083f19c51a5d9ccf40309717572f08a51e1423a2792184d,-1,-1,293312,695744,737216,750016,745408,6109632,1060288
76c4d97a03c31bdc7e86f9a6a5f1140bdcc5efa897074a1b714f4149ae60118b,-1,-1,248320,691712,750080,737280,681984,5951488,1112064
2300c741d1366bdf1973c7aa6d5c37af1c805ce05ac4097baaf240656af5028f,-1,-1,292864,586752,749568,749568,749568,6184960,1038336
f7a8cec7952338833c2f6a8c413a98a659744cf6888e3b0e9da50d38123e22b2,-1,-1,-1,-1,765952,765952,741376,5087232,1077248
f540e967f652d07508d3a6ed739e072630da13c69bdb7b70a99fb2d1e528cac8,-1,-1,279552,622592,710656,739840,745472,4788224,850944
0a1ee898d80d864ee43817e1ecf047a7494f090cd14a7a0578241c7510888d47,-1,-1,262656,708608,643584,750592,697856,6177792,1114624
28e27080c4ab0f4363b5b0d178f83028c31e21e89ca355e8ed67ec8ccca13dd6,-1,-1,292864,736256,686592,585728,622592,6115840,1114112
547352aa7685a539c06d20ebd8e85c4dabb63f37f73ee0b3a1b2dfa1efb87562,-1,-1,291328,660992,664064,729600,743424,6018560,1113088
ad10f4d6ca0685677a02bce06df87425658c6a9331256bec8f59d81e8ecfdc97,232,4096,120832,710144,750592,750592,723456,6185984,1108992
318d905fd10b6034bab4e2f8abaca724027ab4dd0b6675080b1aa5ce8a266615,-1,-1,289280,-1,742912,750080,750080,5891072,1113088
947e48686b3d46eae7ff6ec9c5bfbbea898018bc9dfd0ca3e8f4c964d7792c6e,-1,-1,288256,746496,699904,744960,736768,5151232,1114624
165f4dd6a8c45e923c680b162507ad23a306b857b9a40265da55e10a5ce776d6,-1,-1,280576,734720,745472,346112,711680,1238016,923136
64eeaeb7d275b2cbde24402db37519f1b589d7d26ee5827dea56a732a66d8fce,-1,4096,248248,726968,345016,743864,739768,4709304,982968
549d9b72d4140c8e99e0da1fa5983bd3239d76d8fea5bfb30058bc51401b472b,-1,-1,187392,510464,496640,712704,750592,6079488,1014272
d119c531823fd931dd5234e856cd0609d3aef6d127602232e75c93e3a4fc7943,-1,-1,263680,659456,431104,725504,730112,3872768,1114624
efc6d46f8e7d0f2930231a500f8895e19cdfec69ed53f03108e4039b7ce92c95,-1,-1,254912,703936,355776,738240,710592,5912512,923584
ba5a793b2faf0f010b527714f8cd3827df3c9c9756b368d29b68e8a37599772b,-1,-1,292864,467968,744448,749568,670208,6184960,1114624
814f57d2827ad457780b50b17d91c9f99fd32e08473170debf3b43bd478ab561,-1,-1,255492,751108,767492,730628,747012,6071812,1095172
7b6fecf392f21da4018b7a3ad5993a615f07433c3ca287868ddde45c541cb768,-1,-1,266688,693696,746944,745920,713664,6185408,1115072
9ef2e6682de654a555c96f279be3c1963dc94d346328739a0ef4c5d92603e1bb,-1,-1,295424,677376,680448,674816,742912,6190080,1117184
a9cd9f5342638ee9ae939c6fc1bfaacbe1e4368167d97056cbc76573eccdfdd9,-1,-1,206272,705984,744384,721856,750016,5993920,1115072
a28775a7ab3c39cc6cd726f618102418ac7c5cb1399970c7b6132105a69c2f66,-1,-1,292864,402944,684544,676864,668672,6140928,1113088
7003206a14513d3e7e4db65a4bcfba7e3ba6a96f5ef527e00d5bf63adbb36d08,-1,-1,-1,-1,-1,-1,-1,-1,-1
9c9ccabd087c703f91847f1ceb0480ecad93231df9270e6991797c4c37f27e01,-1,-1,303104,659456,360448,716800,741376,5201920,1081344
79372fe4a393a8c8501dca5fb94de4396db4f71165ac9fb2c6c8232ba48dcdfd,-1,-1,281600,629248,746496,741888,715776,6094336,1114624
3ff83b43ce3510de20d9af1db1f9a9ba2dcb87eba7dfdce8a814494ccedad1e9,-1,-1,-1,-1,-1,-1,-1,-1,-1
3ece19902044afffdcac017e9ccc4b513f3bc496e4e15314f2473f6dc7076ee2,-1,4096,-1,726528,691200,722944,752128,5816832,923136
aa7bba3abdd062b9e6afe048c1ba5b3e913099fd83cf6ca172b09fa7c77d9415,216,-1,274944,713728,733184,749568,664576,6184960,193024
a60d33f7d63ffd142de2adbcb1baf1150dbef329a8cd89498746636e998bbf6f,-1,-1,293312,584640,750016,703936,750016,6185408,1043392
82dcb20f35b4bcb029c236a812379f2ac0aa648035a05541d6c5d18843845d21,-1,-1,292864,749568,749568,709120,636416,4660736,1114624
1cfe1d737be950a683ecca5e1a1bb3cedad4043bc4e9eb25baee847702484735,-1,-1,-1,750080,750080,688640,750080,1115648,923136
5dd8320ec546fbf7a8c1cbe959720553a44179549570c20a829d622febbd8638,-1,-1,303104,729088,602112,638976,708608,6193152,1126400
763b1b3b86b9ba91fe5d1560ea574ef9b0cc8895fba62d7ab6796b49cd0e8e17,-1,-1,200704,741376,655360,737280,765952,3825664,1126400
7b60b643ae8ddb0c37343e081d249b687bb309c80db42a7059fe37955835ee6a,-1,-1,199100,655292,724924,750012,745404,6143932,1115068
fab2c07165f3ef4623c5425ddb511e87a87d7e9d840bd3bf92a44dd4ce0ff7b9,-1,-1,-1,-1,741376,-1,-1,-1,-1
708a969fef6ed5a2f6a41bb2958eddab7935c105f9ad64d804bb932e3e34f261,-1,-1,247228,724412,749500,748476,682940,4395964,938940
3f51e003dde55af180d737bf09cefa8b3a111cb4233eeb547cd5e18cb2291207,-1,-1,-1,-1,-1,-1,-1,-1,-1
5e8b4b0a31da1305b6e25f3649e24dc4f52317fceb10f66b307a33076831d645,-1,-1,306801,769649,749169,745073,761457,5639793,1126001
92501cffa01455afb3a2678f31c3c7a7b9ce74f94d538b0656ef4fcb23068f9a,-1,-1,293308,750012,750012,719804,617916,5939644,1115068
5d479e51b790afc80ce07c5c0b33325aa8cbb5e099a2bcee941df181593d147e,-1,-1,293312,730048,721344,733120,654784,6048192,1115072
d16375a32df5c3a4242ff9043eb1d9651e0ccdf2deda338890f1ac55dd1f29b4,-1,-1,292864,715776,709120,726016,744448,5945856,1045504
142c47fe590732d509e50318f4bc0f6cba929df5423be864d049b2d308f6fb4f,-1,-1,-1,701573,736901,749701,722053,6089861,1114757
f3ed1e1ea1aecbd897c083524cd38ce51d5e324577d5351a30190e6d00b255d0,-1,4096,288256,751104,751104,729088,657920,6183936,1112576
77d7acfe52762a7605a9ce21306e80d9bb19002b54cc6742f930bbeee0bcd17f,-1,-1,-1,749568,749568,749568,749568,-1,947712
c0ccd62d48bb0a58f45c3e29ec832d7d21f81307f8585aec591c8dc9907432ef,-1,4096,292864,752128,752128,752128,752128,6032384,1056256
a32dc18ea2192da7d1f1ddf3b310d5e6aa1f49c45a5f43f4ba5a3179451f0aae,-1,-1,292864,475648,622592,718848,725504,6174720,1114624
0ad38c732a1c16087720ba3e2922a9cb36f25cb59283c8d09a33025f3400f98b,-1,-1,118784,356352,709120,622592,727040,6184960,1112576
7b4054c92c96ecb8932d92db769bcf5521178640a74da82015bae3d447b82216,-1,-1,292864,745984,723968,727552,750592,6185984,-1
4f373cff028d4ab5061fdd7f16022c4bafdffc5b0c58ff8eeab83ded1f19eb23,240,-1,120832,-1,-1,-1,-1,-1,1114624
856f05d060f7a0af4dab3b7f5f8581feb335f6b10065b479e0b624857650acba,208,4096,193024,482304,557056,731136,750080,6169600,1093120
142da27b021d6a7801ca398ea47ba2552a93ded254c16f68ab84487b88e2fbaa,-1,4096,288256,722944,560128,745472,719360,6045696,940032
59721194dc0467ddff03246975e8ed314402a2618f9d63bfe8f15e4c2e5aaaca,-1,-1,188416,694272,730624,462848,729600,4620800,916992
10ad0e302c9b20cd51125fae73efc0215e0459a40fe94dd0d4656b690a980398,-1,-1,204224,715712,742336,718784,750016,6119872,1115072
a2ec381bc793346d076d4e13b8b468ee985343e984935317e1344104925be9cc,-1,-1,293308,718780,750012,656828,750012,6007228,1115068
0a59ec3c9443bbba1071a269e034b7a34948c8f5488e2d412438985d5731148c,-1,-1,288256,629760,659456,742400,749568,5979136,1114624
a56dcd2a77ceffa5be3549c9f29896866f314b3c796539da8ab6324dfca5061e,-1,-1,252416,543744,554496,754688,749056,6190080,1083904
0f8c497cb4d08aed9de006e187778b95dbadb732262de652903938ca7a8468b6,-1,-1,264192,752128,752128,752128,752128,6187520,1114624
c321c8259b043c2ec57ffab693e1637dd96cdcdcfdc9c959dbd2b81dc7b52bbc,-1,-1,292864,750080,750080,750080,750080,6185472,1064448
f9a2478285bf71dbfe783756d249f1ceeab8e22a7d3fcfa278a41750c3297e1c,-1,-1,254976,693248,747008,728064,752640,6133248,1115648
b1ccf22c241947c635fb63e7116229c26cece75dc32a584e299768dc7bbf305e,-1,-1,-1,-1,-1,-1,-1,-1,-1
9c50994075d5819205c4c179c48cb128745a9bab125b2758b0a9e45276c229a4,-1,-1,200704,753664,475136,765952,663552,6205440,860160
477c10379fee0fd9d948955b1cbfec78460e845423c4f1ec4c2bc730025ba03b,-1,-1,246784,544768,743424,729600,733184,5629440,926720
5dc09f903327308cb2d2c206189c0656acae6d2cd8eb49137f21db07ce0b34ca,-1,-1,212992,737280,671744,696320,765952,5959680,966656
0f538a54aee9afe87f1955970f97c2d64b5a25b9ddf73af2abda3c0211391fb3,-1,-1,303104,765952,724992,765952,765952,5808128,1069056
840011fa811c8efc25ec561aceb51848cafd6bc25019c70814f4e24e54251b15,-1,-1,303104,765952,724992,765952,765952,6205440,1069056
f47bc17b9bd9d47ff77eb1ccf2c0a99f48bf909fdff605617bacd221a940df0f,256,-1,282624,753664,602112,757760,757760,6176768,1126400
96296f8cc527e8cfd788920921013d90dfa8afa39b6d5647c13c2870875a0ca1,-1,-1,292864,740352,742912,728064,725504,6170112,864768
530553169013e4fd68228a129661d66a57341df4a429af7e2bf82358f733ddc7,-1,-1,292864,749568,749568,727552,718336,6053376,1114624
07ad5c2d0711120ae253296c04f89e3d69f0ce413b51a1b844a8d840d9470a3f,-1,4096,197120,738304,688640,703488,749568,6184960,1114624
41045207aabe5c95b190004e007c4ea6cbdfb77b58e510f7c1a71a0356f38e8f,216,4096,276480,749568,749568,749568,749568,6184960,-1
fd4201d7e0f900b9b2035193517115eafe33a5bcc4937e06d8a7d68ac1d1368a,-1,4096,-1,-1,-1,-1,-1,-1,-1
071096db3cdeaace5302c22555bf0451a6d7b340b1790312e9d4fcdffa11a5c2,-1,-1,252928,623104,754688,747008,754688,5818880,1117184
72990156dc05920391a8ebf0f662e1d6f477223cb8fc3fb03c6566d67fcfda40,-1,-1,293312,672192,745408,728000,745408,5980096,1115072
7433d1066b40187e53112061306ab625ca8e986683fc752300c0f16e6ccaa8c8,-1,-1,294400,742400,753664,713216,682496,6189056,924160
e48f77f6c3df5160fcc089300fb725ca2ac49c14fff3542846d1af0f1dd5a1d9,-1,-1,258496,750016,723392,715712,736704,6184896,1115072
4ffc92c4338e6f6c7227530e72339a2775b850061f945dd513d5bbeb605fe76f,-1,-1,278016,740864,680448,659456,722944,6040064,1114624
695a030738f9df2874e7af46e808fec556990df03cf3e5f164c605f265d6a991,-1,-1,147388,654780,746940,715708,425404,6125500,1115068
5422da6e09cdcdb8b533d5d63fb5ae8fe3129bf168d75cd2fd5911c2848f22aa,-1,-1,303104,757760,716800,761856,749568,6176768,1126400
db1050ca6f91742a4714a5cba1ffa32c441d2752d7a4dc6be2b770431f6b32c6,-1,-1,131584,748032,642048,656384,742912,5369344,849408
c98b774f296241713bb8772c0c065f00fe04db2e5338d58c8b0235a85afd2e0c,-1,4096,246784,749568,745472,641536,733696,6184960,1114624
9882ca477d54991ed25ecfd32c5b1d85d0ce3146cd9f3ce84f2355bad91ee059,-1,4096,264632,716728,731064,745912,728504,5474232,1115064
ab9efcfc8cfdd2266320306a787f307803d0e943a3d85b3e09b5409070921197,-1,-1,-1,730624,721920,741376,749568,-1,-1
f4988ab4b8c5a2ca03499591b48af67286628fa3db78d75384bfa975f1ab0245,-1,-1,288206,715214,741326,753102,753102,6188494,1115598
938bf2b021f6006efb1205868c4b6974c3bae94d9c8990c6a5242803741535d9,-1,-1,294400,350208,631808,749056,653312,6159360,1114112
2b24550abd2e88bcb898a45425584fc9c51ac52e2e33b410396586cdf3fc00a9,-1,-1,252864,716736,742848,745920,720320,1486272,993216
da00eddb31b928d525543b40863bbe9ccf415f5ce00a1d2b1fd1dfb058283632,-1,-1,303104,700416,765952,671744,688128,5353472,1052672
e2c7735199832f13d97b0ee292e9b234a5badb2f8020268ca43483f9a7162379,-1,-1,287232,701440,582144,736768,746496,6184960,1114624
34fb4a4ef9bc64db3888ed85e0206d53229f7b8e70c14ead1fdd745934d2bad0,-1,-1,-1,-1,-1,-1,-1,-1,-1
4ecdb07982b93aab840bd66503f90ef1920ccfceeba482569636d57cbb4ad4b1,-1,-1,-1,-1,742400,697344,748032,6154240,1114624
d98a9e360a5ff0aef0aeeda28cb140febbf188258bd260399fa132ece544a251,-1,-1,-1,-1,-1,-1,-1,-1,-1
4b3d3991f27fcd1dd8a016035d6ed6c9016aa5944236cdcac0d2e6e2a1ae93cd,-1,-1,278528,765952,729088,765952,765952,6205440,1040384
43c827d67c37781ec359a9d6366deab0a2233251ecbfa753f0add4570f138b3b,-1,-1,303104,684032,765952,765952,765952,6107136,1126400
08a365c7b8e16345771940796a16d312b4c5f381e2845aea1b79690c772d1b2d,-1,-1,292864,707072,749568,716800,684544,3002880,1114624
fa8c9ea4391f6105cec059d58d2695eb5481a6db7f88e683393362ba9fa89f1d,-1,-1,291840,717824,753664,744448,748544,6068224,927232
b21c884517c74988dc10d402433c8e24487a4ff5787cc502e7af51b73c84ec67,-1,4096,303104,765952,765952,729088,737280,6139904,1126400
010692ab929f0e7b7df522708f67590cd84506b59d1cbd7cfc7120252d233413,-1,4096,-1,698368,721408,732160,750592,6183936,-1
cc0548db95f4da51f05f456dde49d2a4e9da15fb9e389a1982fd2b331805bdcb,-1,-1,253952,757760,737280,765952,737280,5943296,978944
eb319a2aa71f3e80f16d354e9dd94b2239858ac4b8df210100531d03ddab44d9,-1,4096,299008,765952,716800,733184,696320,4734976,1126400
816a21584e8945c0ff098892f646a078848b52cd76d1f9bacae6e3f3359f48cb,-1,-1,304933,657189,739109,354085,751397,6207269,1066789
cac36762e6c2aab975b1095ff296c4058dca18bcdd923ac0b3736ffccee59b89,-1,-1,294912,765952,765952,765952,729088,-1,868352
75a5a4132b6333170a7e7c135377717f2afa909dd7b964b02d1ee69af5eaa2bc,-1,-1,303104,757760,761856,741376,659456,6205440,1048576
0e0869a3f6a90a41c6a955c5e40c0e2fdb17c1b01295e6db2630e6a7d6566889,-1,-1,-1,750080,750080,732672,750080,5993984,923136
d29340582dca0d2d4569c4b759b41b6be282d187b8f5727fac0cb5cec737ff2b,-1,4096,-1,746496,719360,747008,750592,5116928,-1
529de8043079c452d3dcef5d1b6078307ae8e21d4d4b3645c51ca5607d62063d,-1,-1,-1,737280,765952,720896,761856,6205440,1126400
3484ffcab3326419282f1ceefce6a617f3207733875daa3522d72b3452f8f442,-1,-1,131584,749568,724992,734720,712192,4382720,1071104
6c76312558513dba3f9f01fd496a5d844349cbdd67b3b7900c2661c73b53e305,-1,-1,293312,722880,750016,726464,747456,5919680,923584
39cf5ea18a5b4a073b4453c67c5ce591e1edb2c0366208d67dfd8c3d4d4d53af,64,-1,294153,753417,734985,753417,728329,6188809,1050377
aaa8105afbab263005164fea7fe329de56a38f88fa0a8d6f49ee490f8fad66f3,-1,-1,292864,712192,707072,749568,674304,6184960,1114624
60ce20a2c884166e0b9185349a081a94457f5bf749008e2b5800e944acd3b576,-1,-1,303104,765952,581632,765952,667648,5808128,1126400
f3e06a71cc8723b491e423d7d865ef4248b1021c5d2ee5534b217d17ebadc7a3,-1,-1,208896,765952,761856,643072,745472,6205440,1126400
725103b9409a0d2d4fd5ec59547a86a1f615ac48763d50c8ef64194feef861ba,-1,-1,282624,729088,692224,671744,708608,6205440,946176
79fc337ef7d6c56bf33e16cbab33c7549ca66aea3389372bef5db1f9f49ed2e2,-1,-1,274432,573440,761856,638976,655360,6029312,929792
ddcd5ffa9f5b2e2bd0b93607633bd1a0f4324869b131520b24b4f30c9a7dce28,-1,-1,-1,-1,-1,-1,-1,-1,-1
3bd274400bc8dfd0ae065ad5b1c379d2a76d11561ecf5ce0528bedaa923ad593,-1,-1,303104,438272,737280,737280,679936,5349376,1122304
34ff3ed9fefe579c3989f65d3405ad5ca13d876c77452ab48a8628e9a961e915,-1,-1,-1,719360,749056,664576,752128,-1,1114624
9e51b81ecdb3425f6769cf7f06974f89e60ed3f5be7468543ea3c75764d50d96,-1,-1,290816,675840,643072,589824,749568,6205440,1126400
26657e088b53bbdd020663660f4c003bf4baac22e2ca1a2e4c9cbe508ff54b4d,-1,4096,252416,537600,716800,701952,744448,4435456,1114624
3ad3da49e2ab172f149dd1fa26275c63945b05a3e8e54d2012015d7ca8f3ed4f,-1,-1,293312,750016,750016,746944,750016,6185408,1115072
065532b5884d67aa02372cd3167e5a0e68b2713f82bee9d9c9186b5d2b13b1f0,-1,-1,-1,619520,727552,-1,752128,6187008,1114624
eef94543999ab030c4b4cb77e1b2ab563a98e0964abde3cf4c4f374d7f1aaa82,-1,-1,163840,512000,491520,729088,684032,6172672,933888
db8334d590b3145c9a0e48b45b69eca1f4cf4d9d35da06a3b139617e1fc89795,-1,-1,252416,738304,653824,743424,681472,4000256,1079808
643586f8b15b5f2a075e31356e50f712581248b05d2677afb78d086de98603f4,-1,-1,294400,740352,429056,743424,643584,6111744,1114112
1b66d4dd26d30704de9576d3a9f8ea3183dbf82406f2967bf089be7f76a4d607,-1,-1,274432,745472,622592,757760,765952,6144000,1126400
eab00cc8d994b4cb62dd482781d1b740a50fadec25cd519022ba4491360c6fd5,-1,-1,292864,749568,622592,713216,723968,5343744,1112576
0696a4de657bbac43bc9a4b6d7e36328cf45cdb3cdf4032c93942b455ef0edb4,-1,-1,-1,761856,753664,733184,741376,4501504,933888
f258e75d1bd1304129dc9b84f3c768e5832750407b6c64613712702119ddafa2,-1,-1,266240,753664,761856,512000,765952,6205440,933888
066b0fb504df8bc085c59e42bcad39050c869da56df328c6783d62b13b77a0ca,-1,-1,299008,319488,761856,708608,765952,6205440,1077248
c1bb765bc6073cb058ecc842f8113f9defe42d3ed4120862cd047747a38fea7d,-1,-1,-1,-1,-1,-1,-1,-1,-1
69d09366c10d375fc6a0e24d5e9854b8608d1d1fefee72b4b2b2fe09a4437773,-1,-1,292864,749568,607232,719872,614912,5362688,1114624
5d7589bb13f0e85380c0c93b8ccae981700afbfe5777a28fe313300e41d7fe11,-1,4096,252416,749568,717824,725504,749568,-1,1114624
24771292c9b58c7fb53cf0c3e90b0d574195d8fd0690f85dc8c693ce0c9d6af7,-1,-1,292864,625152,709120,722432,736768,-1,-1
afb1b2b80e6b8657928594a74b4feacb8207aaa47080e7a87ab24a10519179e7,-1,4096,292864,726528,745472,750592,745984,6095360,1107968
713cd9d1a90f32287bb811f64da9c398ae9c3b1127d370afa9337ffe1830582c,-1,-1,270336,618496,753664,753664,765952,6172672,1126400
b37a3594e33d9a135c786295325ec3f895f734fdf78c5bdc7809856957f63192,-1,-1,-1,-1,737280,-1,-1,6111232,933888
349ffe84302f8c464a7b34c899f5b20b521cefa89385c1c622b183c95e08eba9,-1,-1,-1,749701,749701,747653,744581,6185093,1114757
e4f9106e8239ed25274cc3be40d95dd936e3c7a50ccae3eb5bd23bcfa03636d2,-1,4096,134518,727926,715638,746870,749430,6188406,1115510
efc162d9e3dcfd554dca1bae2fd87dbd44a886de2748035982916230cdba2b5b,-1,-1,187904,617472,628736,346624,724992,6132224,1114624
5fedc6985f7a1031fd72e45fbb45d0620f064eaea53b73150677b87ff77bb581,-1,-1,254976,701952,730624,752640,680448,6134784,1116672
cca30e9a5772beec7cd796ca9089be5a7a7174bc9ef2d163ed057779d6c1d53e,-1,-1,-1,724992,701440,750080,729600,6185472,1010176
f45eaecf9bf3a6e40ca8bbd34b35cef06b345b2f95fb3f6550c145d699899150,-1,-1,225280,589824,765952,659456,761856,6168576,1126400
5649eb43db036b0ca94601f3e65a1c685a2715a60816bcb8cc7ce835d006e038,-1,-1,292864,749568,718336,720384,749568,6111232,1060352
57da13e88d0953ae55822b13f13fc9c18ef1c9d12cf0cf61bb9e0aeba22cbeda,-1,-1,293312,688064,750016,739776,745920,6185408,1115072
4e338ad8339fcad0cc06614bf1cd2279051ee3a21102aa5f7f7339e443b90069,-1,-1,151552,765952,598016,729088,765952,5718016,1126400
8324cf3189197483a43a22176c9e886d71ffaca0aceee65839d05bbb73baeba5,-1,-1,262144,696320,757760,765952,757760,6205440,933888
1dd75c99886bdb833696497e640401ff71f159b5086dfc22f49846a57979ec75,-1,-1,292864,721920,750592,740352,704512,6185984,1023488
48ce2e16fef2d7096765a8787a011ef2e3a5fee1c4eb399b943ad320b2034aa3,-1,-1,262144,741376,761856,729088,765952,6205440,1126400
1de6bce1f0a7aea3033ded8a37659404c11cf299389481f09b657a82a382db9d,-1,-1,303104,614400,733184,729088,716800,6205440,933888
2140e749ff535fd8d433aff812202083e5d75cb7d92d3c68308ea2c69570c113,-1,-1,253952,745472,749568,745472,765952,2752512,1126400
7d9156307604ddd0bb257ecbe78cc6cfc739970f713de06235c53ad7b23e9645,-1,-1,247296,697856,734720,736768,497152,6186496,1042432
13c9f5b8741ea55baa99ef64eac9852717f7de5b2b3b226b93e0290631250663,-1,-1,278528,536576,438272,512000,729088,5885952,1126400
f6ce4df71d69aeb0e4311441ef9663f52da61ecb2c72ab079b802cbfd858a586,-1,-1,-1,663926,718198,753014,753014,6188406,1115510
cbe0115b39d9bc748d80750184a045e4c4e502b3a682d470ca5f4775e173e15b,-1,4096,287232,500736,709120,642560,749568,6184960,951296
95e9ffd9bf6f30042e23207f986419fbb2ddfbcfdd0f5c9e0bb189873a9e578a,-1,-1,190976,749568,653824,694784,626176,5997568,1114624
144da868a0ca2790257bee92376c9c20747b72c5ceca2bff2b1649837bcb73ef,-1,-1,292864,733184,752128,-1,-1,6187520,1114624
b752393e9086c46b4eacd3c880b8de4c417e5fc45c3b9a12305b082740ba9d0b,-1,-1,-1,-1,-1,-1,-1,-1,-1
9f3d746cecf6ffd8237534ce859cf1e2b2d2d558b72900971b836c5ade869a1f,-1,-1,200704,757760,765952,765952,716800,5279744,1081344
047806b7669d8d0b1e14af23343d9961e0c61890e7addc8908dd731d2900960e,-1,-1,294400,744448,713216,751104,750080,5903360,1116160
d344e38df981d7b9c4b46dfd9dc7c0d31fb34601116bfef0e0cc04e0006d6128,-1,-1,299008,753664,749568,745472,765952,5877760,880640
db4f5974ff94ceff42eb994c54eb2900ef37e91502db9ff558bfc51e07b6cd70,-1,4096,291328,749568,734208,213504,647168,5993472,1114624
69b9a4231c832fe380b5714f8810ace0817442ee594dee2a4e38a355300c4f19,-1,-1,-1,-1,-1,-1,-1,-1,-1
b0519abc3cb54e75ee53725a5cf876495ac802c547a380e9a88ddaa38f16d63f,-1,-1,294912,712704,749568,765952,675840,6139904,1019904
f98356fc750615fbe970111c4b1861db4f30b13bbe67554066d9ed6de68eabfb,-1,-1,200704,622592,765952,741376,765952,5718016,933888
e07e3093bae0fc024fe9e679896d7848d657583a9f9c9aab143145605ef1a03f,-1,-1,-1,-1,-1,-1,-1,-1,-1
2d796161e70b39c9ad4b15be9042b2c428cde0a8b54a154570956095f04f412c,-1,4096,199680,754688,744448,754688,712704,5896192,1115648
2ca0039c0075263ac83ada422b3574dfd7ec1e30be6f4c830bd43f4724a9151a,-1,-1,293312,732608,717248,742848,699328,6071744,1115072
df72d16922bbbd4e3f94a072955f2096f6e6e349b3706684232ef58afe794d10,-1,-1,303104,663552,745472,757760,684032,6201344,1126400
7c19f23416df7b2b82f79674e5d5d690d483d1ddf9b1364a67b8815ce30acde3,-1,-1,292864,683520,678400,667648,749568,6132736,1114624
0f6ce0d0a5fecb750d59f28595f4e4259d37d6bc2473ab49ec6ef6549791433f,-1,-1,-1,-1,-1,-1,-1,6206850,1127810
a307bd485f2deb9900fd4c86b3a472c6ff7231c8521c9364a618047dcf766ab8,-1,-1,224256,739328,583168,749568,610304,6097920,1095680
5b65d7bc83a944a6da95a124eff586b14ea604839caf632dd87e7646d01ec1bf,-1,-1,292352,753664,750080,748032,728576,6189056,924672
1fd1e18fc0cf54691ce62599718558ff602240361abf5d4169fc4a7e0f05cfe0,-1,-1,205824,665600,741376,658432,669696,6184960,923136
b2c523e311076a3865bdabb4343c093b02c918897a4ea369934fe937e35a8e69,-1,-1,-1,765952,737280,741376,753664,5955584,1126400
3a562582decb157f483781c8f18efe94d4f28470ade85495a4f10a8e274c52ba,-1,4096,303104,716800,761856,720896,765952,6205440,1126400
c11f7834faaf8a5ae2dd7e588a3690d8dd27c891ca08b018b9b9428b0d3b1e48,-1,-1,262144,733184,507904,741376,716800,6148096,1126400
c6692f955b150ebe071ef594547be1f19cc805a65819fbe1b5fb2670cd82966e,-1,-1,293312,703936,654272,716224,620992,4560832,1115072
ea8ed962d7a0ace3218e31349f58a3fcbb00c2b45c484511e6adc5ea0cbb15a8,-1,-1,294400,726528,731136,647168,746496,6023168,1116160
3b04064e17e7949924ca6d56fcd94ac26264c3d20618ba1e29ffed23e0bfbf11,-1,-1,292864,701440,750592,740864,665600,5796864,941568
1b5acaff54931d02df82663ddd8f8032ee53934e007a76c2df97475cd450c06c,-1,-1,-1,-1,-1,-1,-1,-1,-1
09942c780f465d9a0eb3459b35eb6e18471812511591a2c51469bc9ac8be275e,-1,4096,-1,-1,-1,-1,-1,5993472,-1
46331c301a2e174787a444d7078da3cf6b87934ab07ae14fb20c3f0895c41228,-1,-1,-1,647168,729088,749568,749568,6205440,1126400
cdd6d127eaae2090917e10301e3f0de8ee32cec7360d73f61153788a3aff024b,-1,-1,253952,729088,741376,765952,765952,6107136,1126400
e153b52fc3b12c562811d4db61759946eb6554e0e4d405fa83180cbd46731b39,-1,-1,-1,301056,129024,-1,-1,5057024,1055232
2cdfadc5ec3d419d97116f125f948e928d84cdfa26fb1e4d7958e4d59139dc3a,-1,4096,-1,752128,752128,752128,752128,6187520,945664
5c7dd0956241ffc813e7851ee334d5aa46817ea18d22ef4044805ed29258cbe7,-1,-1,284672,431104,730112,728576,709632,4114432,1114624
f5e739cb28a081547d97999ec43a0ac7d9f5572b3fe2c81ed299b9f6886c2b29,-1,-1,288768,487424,744960,711680,728576,6122496,1114624
1efb1aa398c7f43db476fdce8869bfa179475e571b1b240a2681ae5a674f8630,-1,-1,293312,720832,668608,746944,750016,5891008,1115072
14a9f3fe18677549a263a27f079d014349808c0b7722dd91d0f6aab30fb34a70,-1,-1,290816,765952,765952,765952,679936,5799936,917504
