hash,FD,CS,gamma_5_x,gamma_10_x,gamma_20,gamma_30,gamma_50,gamma_10_sp,gamma_5_sp
c85a79b04615e2682d88bc44dae441b5ae2005ff7a4a3f589517dfe7bd5c7b6e,-1,-1,303104,765952,507904,671744,688128,6205440,991232
d12cd998d218171c0c36e1677340669f6ba851bf0245646781572687d92710f5,-1,-1,293376,700928,727552,752640,752640,6188032,1113088
74849c9b166e05c4b788d09aee5d5a9e0783f0acbeea38c6f92d29ae1e2e3a80,-1,-1,200704,733184,733184,741376,749568,6205440,917504
dd674ab9ea083372290d23242f983f0db145b4cc6c50e6a872602b45c9c73f26,-1,-1,293312,747968,750016,750016,719808,6004160,1115072
00e04cb0d718394c927270b00ef859953940d5d3f98e03feb03435eb37dd7ef9,-1,-1,163840,761856,667648,749568,729088,4554752,1126400
aaf9b1fea08fb75ee1e9589a9cb07cd516f010aabf6418234fda64835bd8c206,-1,-1,-1,-1,-1,-1,-1,-1,-1
225313fef676fc56a93af61f992f50042b7a7a9005a1f59eef4183fea36bea20,-1,-1,193024,691712,646144,496128,727040,-1,-1
6c613f8f851ba4eea1e3c8ff7f9aabb65322289b845cdb0152959935f7e8b760,192,4096,139264,438272,344064,110592,0,6205440,1126400
be05905c6b76a464b39d0bbd0921bcdc2b2ddb0027a6c38713eb8816574089cc,-1,-1,292864,668672,678912,713728,664576,6093312,1114624
5e15da8f8b3b78837af7f09ec27a8bff7b1a6263eb77d20e332df851a33a4816,-1,-1,-1,-1,-1,-1,-1,-1,-1
c6f464955f50bd62940d5ea0167150a18820f621e23fffc7eec8f8e9243ede36,-1,-1,261582,753102,751566,718798,730062,6188494,1115598
60d1409b2ab4bd61b165afe599dacf92e0bbd28ceecaca411882807c9b31cc3a,-1,-1,264192,724480,627712,750592,733184,5456896,1114624
f5c0600d75ab6c030595a0ca9b8d98d56e34acc785daab8e79c48adbc9816d27,-1,-1,292864,722944,750080,750080,629248,6045184,851456
0640a43aef951229b43eea1d7e5c90c1fe4a073307443996a8a4d58dad6aad1b,-1,-1,259584,651264,720384,749568,749568,6031360,1114624
b7465eab69dd9bd51e4d2e52bf3dfba84f6f09d7b946ecc1b2845a923edcbdb7,-1,-1,288768,645632,743936,739840,743424,3108352,1114624
86fe59b32353085c2f0eb2272e09256a77bf335859b3dfaeb60d0abc91cdd3ef,-1,-1,-1,549376,713728,574464,627712,5265920,1042432
5f50765440ded52303d2dcc1d01bf4d9618ae1ad0e55e34ee9183fa085489801,-1,-1,246784,691712,690688,745984,735232,4371968,1042944
0c6ce0f2186c71f27566be21203f6649e51406bb9530086a33b941ec3e8fbd1c,-1,-1,299008,741376,749568,737280,765952,5935104,1126400
1b2bccfd3f9056c98f95242aff0ef4430f17f02bb05ee05b94107d33eeb8adc8,-1,-1,154112,674304,728064,668672,710144,6145536,1114624
1b93abbe655715b730e659d79ce0fbfe0035040c4f594b59394e265975b7a1cd,-1,-1,290816,765952,765952,581632,765952,6074368,933888
9d5b8044bb44475191081ad16e7ace116811cd51d213be9d0368ed640c5fe883,-1,-1,292864,665600,749568,683008,718848,3594240,1040896
baf59192eddffc6fa474dc23c80e336be8d1058eb47af170f2d697a47433207b,-1,-1,303104,573440,716800,765952,667648,6156288,1110016
4f58653938025f7a07b8bcdf6e2e08c0714a4a6e785eaac77839911be27dd507,-1,-1,-1,752128,752128,749056,752128,6142976,1114624
553ef04cd5408aac0fba0c6a816c272902917aa4e593ee0ef7950701b4d624fb,-1,-1,292864,749568,725504,749568,622592,5993472,1114112
749ed4bd0656dbd9161f06702760bd1d199975a63b07158b1fb705bae90316cf,-1,-1,268224,674240,676800,750016,750016,5907904,972736
6f9e8a017811d111d1c725063bbf0b8aa628b2c774ea61d7997c49bfd89c4130,-1,-1,303104,761856,737280,708608,720896,6201344,970752
a1050cff3b63af5fa3dcea6cbec3d35d3ac3a9732c0ea08624e7356970236dbb,-1,-1,143360,716800,708608,757760,716800,6205440,1126400
676fd8d15e90b1802c59dd3569b5783947d3dca47fb8b8eb49a507ee00f5bccd,-1,-1,287232,743936,749568,748032,731136,6164992,1112576
e0e506e910ab7c77e5e46a68c8dd3a516cf47241c167fb430edf6487a0eb6d14,-1,-1,293838,724942,737742,753102,753102,6188494,1115598
e1bf382a922322440f972bb880e875e1919885d456febeb7ad1f88a6dbc2c456,-1,-1,294400,596992,491520,681472,655872,6187008,932864
9004f81481978a634430b51ceda3bc482d196dd091e27db15d4fc6b911f1a41d,-1,-1,287232,693248,430592,740864,727040,5801984,1112576
48b723310b94281e17978b3a7837aee5747880d3e370860a8e6fc81e7512c42a,-1,-1,299008,737280,753664,761856,761856,5828608,1126400
bb3575c3b7231b1207054a6215617c96293d8d884dd26e6ff814d889346a986c,-1,4096,146944,727040,751104,751104,751104,6186496,923136
a82b1eca2f85307b11cc7ff4ee1f6c329e769054fba00b54e6c04c6609a3b41e,-1,-1,290816,663552,745472,512000,761856,6205440,1126400
09c525b23f96d1627ec1db089de5f4babc193c51f393632c5d9adca33cec6fc3,-1,-1,200704,94208,729088,761856,741376,6189056,442368
a91aa3d19d663ec2e4fca649db68e680859b56edebc0643f0fd8ea6d807d47f4,-1,-1,292864,626688,680448,750080,627712,1294848,1114624
d260aeaa9ebf4593fa01c3d85acc33f11d856036b560339ff5720ea0e5eaea61,-1,-1,262144,692224,761856,741376,753664,6205440,933888
a57761a6ac33b320410be9c2553b56917243c15b580b8e7a229f9212ef162f1f,-1,-1,250880,733184,752128,752128,498176,6187520,1093632
97a539608912a48b0a4f51ef6d14bd8c45921f081b81369e68a7f5209c8ea135,-1,-1,266240,462848,630784,765952,765952,6041600,1126400
321dbe110f7af15fd3e6ef63c619953f8adfbd956c9355508536e30607d18e8c,-1,-1,-1,-1,-1,-1,-1,-1,-1
2306921ff26db3507ece0360f4ca10dcb6e4421df736ed3ac2887d85fcf54a90,-1,-1,292864,750592,719872,750592,745984,6185984,1009152
c51856adbad44821f05989b9cb1d0b2599d9896a48dc8f76c29ee1ea2ee26246,-1,-1,262144,765952,655360,765952,765952,6205440,200704
a994a97af389f8541c5fd6ca47c9222870b22dfa0738e50a6ca08c975c0c98da,-1,-1,135168,724992,745472,724992,765952,6160384,1073152
71427b77285316d4c8f0c038c3a80a9a690d94adf7ae511e9a19e44a683c3926,-1,-1,-1,-1,-1,-1,-1,6145536,1114624
e83892b9b60f37ca80990f28c324029065303ee6da5bf328b7c618bca3c3c864,-1,-1,303104,749568,716800,757760,765952,6176768,-1
abd3ebd9e99225c8f59b952d61e5674e70e023bf54b7a0c5dbd72e5a3ca82030,-1,-1,190400,750016,86976,746432,425408,6034880,1115072
e5a64b884307cae3b0d16da5091e5ff108223d6ca00b2f54fa16b5d2794e646a,-1,-1,287232,653312,749568,694272,749568,4828160,1042432
f2ff732910ef8a25fd25cd3799c12d6ed40fb332abb927630343e1f437e38f41,-1,-1,-1,752128,729600,752128,746496,6187520,923648
8975bf3c0e7aa4c0e32f114ab0b0ea568593d6477089f025566b9c6afc1aa277,-1,-1,137216,750592,747008,728064,729600,5313536,1114624
a5f9aa2aa85e88b5b2c8b0807ae01db9ad31be7158457fc66ae0fc2889fb3169,-1,-1,212992,765952,712704,757760,753664,6160384,1126400
1d4f57d31460969e3a576a116552cc4014a61359e7b0231061144cbdd9896b38,-1,-1,293312,745408,556992,634304,715712,5561792,959424
7fe01c7fa118be7e164aa9ac42cd51a2eccec2fef8199f512457f28d6f44b726,-1,-1,260096,749568,711680,749568,749568,6184960,1114624
b87f1c77cb39d0e0a2ef1b2e39576bebb3710382225373d851b663aef5840cbd,-1,-1,284672,563200,721920,687104,736256,2378752,1114624
747458ea9f1baf5c5a65aa03862245f7b810202c21ed9eb6d719ee66d9d527e0,-1,-1,-1,765952,765952,765952,720896,6205440,1126400
d9874236d1dba1983e888d6effec3488dd6bd4303a717c4ebf2481d4cb61c5b9,-1,4096,267776,726528,724480,752128,752128,4252160,928256
53e8d936fba3d1860365be8181d6831de5c1c6a9f4456bdf9a5e7dbd57e205b0,-1,-1,135168,761856,745472,749568,757760,6205440,1126400
6b1e7fc8179aaa6f532e0a7271d8efdea255503f7a0de84d52f514954a7050ef,-1,-1,284160,724992,713216,735744,744448,6184960,923136
9726f0cab61777951acf5846a339f6e3f20059a7d474a66e7326d933cab8641b,-1,-1,250368,495616,735744,698368,634880,6184960,1114624
bd9d9b85fd3436535fe0ec55eb0a3cc269cc9959eef8489deaf8b0b9566d6f0f,-1,-1,187840,617408,750016,715200,750016,6185408,971712
f65d7e094b4758cea57d2b68803c50bf992a341804461adc31a8a50351dd92ec,-1,-1,292864,617984,659456,738304,742400,6113280,1114624
ac36c77cc2697c217aca7b7745b2cec5acf49d47d098d6daf3e37bd3f8063375,-1,-1,-1,714240,744448,744960,661504,6159872,1042432
388e208366d189a9a0a7cdcc1011a4a9df111266bddb90170cb4eda768363a85,-1,-1,287232,648192,736256,677888,722432,1406976,1114624
ef3b0b4c63c8724909e4db63f05cd66404fffd070f57bd8b7ce277d90b9233c4,128,4096,295424,651264,731648,754688,719872,6190080,1117184
283c6ae71a5a8a58c07a4bece7fabbf02c9fa7d2ea56726e5fc74f11afcc016c,-1,-1,303104,733184,765952,716800,684032,6201344,1126400
cc2723654a2d51a407d6a1e92feb32bb58a59d814b414a45e72c8416381f3709,-1,-1,187392,317952,749568,640000,714752,4778496,929280
3d94e879dd2f9030e3ce9a9c0761f06a0e733ea6f54e07fe0847cdf531634d87,-1,-1,201148,697276,743356,716732,725948,6185404,1115068
33fa82ae1bc848883dc26a05006a8fbfa5cc3fc74561526016f2cb6580cd8487,-1,-1,-1,-1,-1,-1,-1,-1,-1
99a198d1ab3c7079f53a3ddb745b11296ea9ef0bd170c74d18e5c3b16592e783,-1,-1,303104,733184,720896,761856,634880,1593344,933888
3d4df18861d57de9bc7d623157b44e4fce39731793d02d4107360b753c6020c7,216,-1,266240,662016,734720,736768,706048,6184960,1114624
4ff19f0a3fa33061537486ef815bd3f44c84fb052566d3ece46a68523b460d82,-1,-1,-1,-1,-1,-1,-1,-1,-1
b9ee43bf90916e41de1bc1e192d925f48aa65d2f4135ace2a0593cda21b23ac4,-1,-1,246784,750080,714752,735232,657920,6185472,951808
82c8fcb7db9f22b841921ce3042d2c3207fa4a42b77d32ee9a79ca0032fd9ddf,-1,-1,290816,720384,744448,749568,720384,6184960,-1
828009b0cca5fe747b20bcfdc7cf5caaf1b91567676eb03153edc0c36b349582,-1,-1,287744,622592,722432,737280,721408,5814272,1112576
4bc5994ff02d5f8bf603471f272fb6a014d6180a0c3f7ba34625718bba6401a0,-1,-1,295424,630784,736768,754688,636416,6040064,1029120
149e380af094bbc6ffbd9c091b9fb821710a2e4767c545ebc019a711067d8969,-1,-1,258048,679936,729088,761856,765952,6176768,1114112
89915b1c66aa1d42afbb62c96d60793f88ec20f40d5ecc4750d73e0c4854ce5f,-1,-1,292864,700928,750592,744960,735232,5496832,-1
3a4dbc5f082e5a604ff216bb139006d2789aeb53c5cd1bf03dad1bf1d4c511b5,-1,-1,303104,720896,675840,757760,741376,5881856,1048576
31dafca8a8652bc65ee3f6d769d37d48d613c79262097dad42169ec39ec3ebd9,-1,-1,293838,753102,753102,683470,753102,6188494,1115598
07374e17a7b54a927c51d286114c110b51a1d6e92f7a0be53f2bb5c8a2bf9f22,-1,-1,293304,746424,746936,733624,713656,6185400,953272
14300e9d71ad6fa7cafbf5b3eaa8f4765600cb9ad546158e49f9a87699141ef3,-1,-1,169472,633344,743936,697344,749568,6184960,1114624
f12b3813cc4c655b69a70087a28798805b59662d8193970dbd465c9c3f8484fe,-1,-1,-1,-1,-1,-1,-1,-1,-1
09ec9db80fec9fd27700c94ef621a1ed86764223ad607ef2e79f740ff3c6f794,-1,-1,275406,713166,718286,740302,731598,6033358,1115598
3f85c7ef432af2e56cb47f12703e6e83bbeaf87d354031223c51f4cc629b7744,-1,-1,292864,648192,719360,749568,625664,6184960,855552
8d63528aa2ccf5f362cc0b07227c1156a5ba8eeeba5864431e033cee123df72a,-1,-1,292864,726528,724480,735232,742400,6112768,1114624
31790cd68992b20314ea13f65396891ef58514f9955793c08033b175d98e1eae,-1,-1,146944,745472,741376,745984,718336,5981696,1114624
e51a9ee3340089538e6d58c25d9b5ab53adef4518d3937f52680c6d2e49c55c3,-1,-1,303104,630784,757760,765952,749568,6029312,1126400
bcf746ea309c2122731f99c50fcd82273142a5ff46322d2fdddc92d74f0fcd0d,-1,-1,303104,679936,757760,344064,614400,6205440,1015808
8343312bd1b7c1c4e8904fb78ee587684a9341060d46417bacb9febd0f679871,-1,-1,303104,720896,655360,749568,733184,5849088,1126400
30de80adecb58300afe57b120ba55d7f4073eeecc211883f48fcf20da7141a9a,-1,-1,303104,487424,745472,753664,765952,5992448,1126400
517a6555a3fabf68f808c42b21853e0d4fdf3f3a57ad9d9d8d031703cd71b3ce,-1,-1,246784,722944,658944,632832,735232,6184960,1114624
9573c7162fd2f482ac5bb145eba2c29166db6dab5cef125267781053bc807c5d,-1,-1,293312,431040,572352,603072,750016,5845440,980416
6efb2081a5fef8fcc517220f55f9291c7efaa10c3b5922cbf47494fcb2c5e29d,-1,4096,292864,744960,746496,745472,717824,6184960,1112576
6f82417150cbe9dae471dc435237c8cc64c7c886f5c5211be52db29cf533673d,-1,-1,292864,751104,751104,751104,751104,6112768,1055744
97c76cb39bcc26f384f1ec47c3653b2bef1c004c077247274ac845951d39febf,-1,-1,247232,737728,728512,750016,750016,5961152,1043392
719411c686ce37281b49d009580c564d7ad692c909dcf451dabbd0229d5d18ac,-1,-1,292302,707022,753102,753102,716238,6188494,1115598
bcdf4775317c33bb969e895d53b8478c9657d37fe688241c2b8cf14c70207a80,-1,-1,284672,703072,742080,589184,731424,5318272,985536
02b566160eff6fb97493f90e6c7f0c609401603e07cbaac1f812b0c6fe1cd4ea,-1,-1,266240,745472,696320,675840,761856,6148096,933888
a043929ff5614776ac5cf3a6cf024d6429fde05e4c23aef6a1251b1c20d3085b,-1,-1,252416,749568,722432,747520,724480,6184960,1114624
a029cfcb4fa087bda6eff9abaa53f045c725d059b4f8d0fe404a9f98dca51aa2,-1,-1,292864,730624,733696,626176,656384,6185984,1113088
e57ff90966a18c820e39de8fe37ca590f7b78f71cfa924eb38af1806eca1221b,-1,-1,-1,-1,-1,-1,-1,-1,-1
cb1698b4a3a34eaa3b3f7bc553fdb33f80a7c6927b7339c4e33688c3b8d48b5c,-1,-1,294912,749568,700416,749568,724992,6205440,880640
665d89f36e25ba4dc9fd46dc7e6f3641338add6209aac56f2305674a7d209045,248,-1,193024,457728,750592,736768,750592,-1,1113088
e68e8734c9f6b1d785129c127d91b36eb138edca462a2217b500af6a93999ca3,-1,-1,-1,-1,-1,-1,-1,-1,-1
0f819087e32b8bb4fddbf0d9518095ef42fe277122c641262a99a34278bba147,-1,-1,292864,721920,717824,747520,749568,5776384,766464
d1238a180790d62beb8017c1b7ff2977b34305a8abc9b704d5e0a8eab046b494,-1,-1,292864,750592,750592,640000,653312,6148608,923136
03524f2e020005caf713dbb4e774b063a3e32964d4db15369b9a861477130082,-1,-1,293312,717248,746432,750016,750016,1338816,851904
40119433cf9e60a7a33ade6c22013ba67f80a4acdc2877e3aac6b4627c5a0806,-1,-1,303104,716800,765952,741376,765952,6205440,-1
9d53b38c6c5590b6bc6851709b3e8afbf3aa75ddfaab43436026a7d8499cf7e8,-1,-1,292864,713728,728576,691712,696832,6168064,1114624
06940bdba646c55474a7124e8ce0aa684ff5f9bbde7bf27eae6e0853927691bc,-1,-1,-1,-1,749568,761856,651264,6094848,1126400
2b9604e02d45e57473ea717250be54dbf92bc7f4e45f2da4e4376060d91b7b72,-1,-1,257536,725504,709632,695296,732160,4953088,1113088
97d89d0eba5fe2be1cc02b8e1ef5537ee094cac74bff3c03726af508b63cb444,-1,-1,-1,-1,-1,-1,-1,6185093,1096325
42297e0ac4a8e0b7ca453f8e88b06e99b25e94862ac8d07854821de63aef01ae,-1,-1,200704,729088,765952,765952,765952,6205440,1126400
c7b7791854d0182e88078cc21b1ec10015938baa5b3b1d6afd11d73e5292fa12,-1,-1,292864,542720,749568,340480,728064,5276160,1114624
70ca1d2afbdb88f8df6d6fb6266fb3b8d3e88840fb76f43267e474d0422fd69b,-1,-1,303104,598016,671744,430080,737280,6201344,1003520
326abfd8c50802785c659ba4125c01dd1a1cf2334493c76bac2ae1acb538d4c8,-1,-1,176128,737280,733184,757760,720896,5087232,933888
a7202e1ef13a7c7d69f49a3adf3aa3e4f71c5dc78afd98fd675894fd144fa5a8,-1,-1,172032,512000,761856,720896,753664,5017600,1069056
2543a6b9fcc66c04a98ab69d5e763b6d14bbc2ca7ef22399e0fee1b9ce7a0cb4,-1,-1,-1,-1,-1,-1,-1,-1,-1
12c66feeed066a0412eef018f8b83e49cd27bd5734d9489304f61a60113f403d,-1,-1,-1,-1,-1,-1,-1,-1,-1
82ee862648a6161501f4c3ae97e23eee23169e3255473d52ad129ee9468f1183,-1,-1,292864,741376,746496,728576,722944,6014464,1113088
f70b96e6cb20f9d0bea0b51ac3b87267227ba0d680cdb96651a31f72123f8266,-1,-1,293376,706560,732672,749568,706560,6003200,1115136
2fd9ba6a63fc106327be2f1318d6b29195bd7d3e72bbf1f93fb9079754273a50,-1,-1,253952,765952,761856,753664,765952,6168576,978944
2591f824b9646703db7f9d30620b7866c3c800a6a73dcf98aafab356373b1d6c,-1,-1,-1,752128,752128,726016,744960,5805056,923136
152b48fd43e6d9a160ce00155b86841ae585f247d9e95c08f4eb42a889082820,-1,-1,303104,716800,761856,741376,749568,3125248,1126400
4f38012afa6bd8e966427dea99b9d5b622cf42cabc4e46d3c1b5492abcaca653,-1,-1,167936,765952,753664,749568,765952,6205440,1110016
6d3aad33e43c72cc4ee1e28bf091ea092b795af6963b57730385cb37992da0f0,-1,-1,292864,631808,750080,750080,743936,6160896,1114624
cf218d204d578e3ea3d114e8fe68858042951f4e6c7792c025ca0c374b774a92,-1,-1,303104,573440,761856,651264,729088,6205440,933888
dfccaefb1a32abcd96991a127c76bececc85eba46462f9dd6097fcca08a74613,-1,-1,294912,733184,688128,753664,765952,6201344,1052672
5c668e28927dcc72d015972dca4e631a449942a7e34024dcf429a21f056cffdf,-1,-1,246784,747520,662528,744960,745472,5326336,1114624
520fa781859677ab8a5dd46a85f7fd5e8e1e4cfcf14dbb5792a359c1b35cd4fa,-1,-1,293312,733632,425408,678848,750016,6113216,1115072
19694c80165608d8e03ff3e7edd083820f0ac180109f8a0822a312b42d102561,-1,-1,-1,346624,372736,426496,722432,5855744,76288
4712c46cb7b74530b6810fc1c7566c27eb83a1864f1333420a03c565a8855d66,-1,-1,293312,703936,747968,746944,750016,6036416,1027520
b001839fc8f2ed1fc974ed4040767fd43915d91cee436109839237c533798894,-1,-1,-1,722944,724992,725504,726528,3302400,1114624
833d44324abcedca0688bcc95c97585e687d5422663a51d700dd237f616cf46e,-1,-1,260608,400896,660480,714240,726528,4175872,1114624
0d0fffeb0646c5ab9c26cca4382a6e6ca1b46a42078c7972994dfee96320fefe,-1,-1,293308,744892,740284,643004,681404,5100988,1115068
640b6ed886c40f722e9c307b813a592749beee012e3378404663e02e29791a74,-1,-1,192000,750592,713728,720384,750592,6175744,923136
18668b1ae57e7ca0cb7dfafd103ce4a37e968f6febfa6ee0b7605976c372dcd7,-1,-1,292864,716800,719360,746496,740864,6175744,966144
f94d429ede641fab122b56b4743482673f8788117fe895003beeea7894f77bd5,-1,-1,266752,735744,449536,749568,724480,6159360,1114624
5c5c3596c82fb2b0f559a5c9fc2d93389b4a1e112e0fba1fe9ef1ef347cb2dd6,-1,-1,292864,651264,739328,711680,750080,3998208,1108992
f54c438f0031955a395ca0fb086670e6f718b8add30aa44c030c6133944bad26,-1,-1,256956,742844,659900,717756,746940,5969852,1115068
fa542e0f6330891d2d64169930537523410dba375169f15d238dd9112ebfa119,-1,-1,287232,602624,749568,729600,737792,6184960,1114624
e0414f4a6192a591b97786ec8e7cc6616ee8a0de23bdaaeba6004f920fa88b9b,-1,-1,-1,-1,-1,-1,-1,-1,-1
3474799a4c129c54e3d6863254b810579bb52aa616548d6290dbe28638fa3332,-1,-1,282624,675328,710144,747520,749568,6183936,1114624
15c26e9ff37b98f47da10a38ae06bc1cd168a51389cdfe3ef7466aa64dba87e6,256,4096,193024,617984,709632,724480,719360,6147072,1114624
5f80c4ca40c7b921000171112e58c71e6afc8689720acaa6660411fd632d70ca,-1,-1,290304,589312,627200,721920,715264,6185984,851456
064f417511b540499a05580e954d3085716a2e16c0cd9c886efa99fa7d572cf6,-1,-1,221184,765952,765952,765952,765952,5853184,1126400
27c7805445b185b25cf4f4e7543dbc7e1ecb953a4493cb05058e2b43fda55318,-1,-1,-1,-1,457728,-1,-1,-1,1058816
dfbe28bead540d05d19a5cb5b09218a0ea89d4baea1369f9c6b10c08918d75e9,-1,-1,288768,750080,720384,726016,747008,6166016,1112576
75be1dff58839e5576d0f2e3c952cf13827fa26aec59add6c709923ff484de1b,-1,-1,131584,697344,710144,748032,630784,6139904,1114624
182323b6b2123e22f6875b8be6b7ded9725b968e54b6a87cefa1cd1676c9f0a1,-1,-1,-1,-1,-1,-1,-1,-1,-1
e86e41d821186b2442088713e13404915c525ee9a49fe2f904c8c93c2920511c,-1,-1,-1,741376,708608,757760,765952,3997696,1105920
c01ff24d9d48ea74fa79139fee18c3c7fba870b6dd594d8d0da7339f16cec3ed,-1,-1,292864,749568,749568,734720,745472,6184960,1062400
04c7c30f84111e5f8c0de130833ff6ec73f1a7b852385ee6a3f0304f89fa2385,-1,-1,292864,689152,749568,718336,737792,6184960,1070080
6fa4b9e71b72a4b5b93ce5fe53f923568c63e19847e2660fa479a4bc604dff22,-1,-1,253952,675840,637952,735232,591872,6184960,1067520
ad35706039115299f4a27af4e3f5a5cea226c41dbf5afedc0813cc59947ccb64,-1,-1,-1,-1,743936,742400,-1,-1,-1
9df759bd995b66329e446d1fefa4d86702457e200396bf0398796d3cea83b94c,-1,-1,143360,638976,745472,733184,704512,6160384,860160
e12111cfcf3203af431c2d2051f12335da8225e54e99641d072a78802b6f55a5,-1,-1,193024,704000,567296,750080,643072,6185472,923136
6f73981a91d0459f5fbe830e7fe340fc7fd3bb38b08f581159e04a63d477add6,-1,-1,246784,610816,696832,749568,745984,6184960,1114624
50bc3be9ed81fd779c56cc2d8cb43913ff7c22a3ee70e4f79e99335cda6e7463,-1,-1,299008,720896,757760,720896,745472,6111232,1077248
a772e1b2068e3c8f766e70d9e2fe07243834a0113b66d6fb97cdc2b35b4a26de,-1,-1,247114,749898,724298,734026,749898,6116170,1003850
ca7e23f58336ba3119a9aaa8cbdf41ac1bf63be09e6b44f9d0f8a9b0ee8aea7c,-1,-1,283136,637440,700928,624640,669184,6140416,923136
7823f40cb3e6f3123b251ab234813e4f5d2b4b13eb231d786d206b2dc0f93871,-1,-1,272896,735744,735232,750592,713728,6038016,952832
8b22a2c731fbecbb9c09097d35e7b64f7ca917e64e7a9c100a50f8d581baccde,-1,4096,246784,749568,749568,749568,749568,6184960,1114624
0f24731868582c6c530fd1aded549a80608901d43ada3e292e31c3cf8cc16a8f,-1,-1,292864,749568,745984,733696,340480,-1,1114624
6efaeae1c5c0478a41a143006f2604850b982f157d44605d881050b429269bc5,-1,-1,-1,-1,-1,744960,-1,-1,851456
9e507708f3411c8846476d15d0843b6f92170729d51867895534177741a9d87c,-1,-1,293312,745408,720832,722368,732096,1407936,1115072
9bb0c198b47fead26b120d8e4ea8532c80a914ef0cf4eb222b97ff1a8b5ca63c,-1,-1,262144,753664,765952,692224,737280,6029312,970752
6fc9ec43188e636b9dc49a0bd827281f3536a7694163d3f512ca4d3ed3ec65f5,-1,-1,-1,-1,-1,-1,-1,-1,-1
e9017be9cd2c47ee8f5b6330c0e4a22bcec6c1fafce8b3ec7eb291d5434f683c,-1,-1,268736,562624,340928,746944,750016,4522944,1115072
55a2d39bdfb71e7cb13ff6b3edb5897f7470dac40c6798ed46e250ed55c68ddc,-1,-1,252416,576512,655360,649728,646656,6125568,1042944
ab505e90efd1706def1388f983ffc19b1c385f1fac2ed0b132c214be6631d479,-1,-1,262144,757760,679936,708608,765952,6197248,1024000
f26a2c4055d91c5bba33e4279623554fede35388003d5d88ef428bdbb802f49a,-1,4096,292864,659968,221184,740352,705024,6185984,1114624
dc2b14a453d410484b3013faa97b9083c1c32245a87af325b696f51403047fd4,-1,-1,293312,746432,703936,701376,722368,6185408,1115072
eaba00c93ff5063b3e5938eac3ed744cd01f31315ae39b66c7e7c7190c7dffd7,-1,-1,292864,471040,703488,650752,556544,-1,-1
dee519f6e5f5efe10faafef83c59837f5038f52b462757acfbf2ad21298b9898,-1,-1,303104,765952,720896,745472,745472,6205440,1126400
463708902df31988bb6aa7f619044eef9396983331d92e6ff552f300b664ab6c,-1,-1,303104,720896,765952,765952,761856,6053888,1048576
753245839c686dbc96ccae5d3c706b4534a069f99cbe876e63abd01f99f9d739,-1,-1,267726,648654,715726,753102,654286,6188494,1115598
bc9fc285cf3efe0b124a1bcbb2558b730c87ce4f1d625bd641fb064e02489e82,-1,-1,-1,-1,-1,-1,-1,-1,-1
d8df80ceb9ccc3bdfeb405a1b134c83d434da6a7f712e8bcef25666237f008b6,-1,-1,262144,765952,761856,684032,753664,6205440,1101824
b13c0e32fe8d16affb6468bf581403c9d1484f80b7ecd8fb06b6be46f7118bfc,-1,-1,196608,741376,679936,765952,765952,6205440,1126400
1d9176ee1aee0a05ddd2246a5fd4498e563ca4e85bda8b21ad63436e75d20a83,-1,4096,147456,753664,765952,737280,684032,4431872,933888
ee4a5296577255047400f4e5022ca9531be72d431f140e7454eab77d307e8e0e,-1,-1,-1,-1,-1,738816,-1,6113792,1114624
489bcf973a461fad5dc968210b10fa52ab5da1fb25d040d6dcbc7fcd9d2bacb2,128,4096,292864,726016,742912,732672,733184,6044672,950272
8c3ea61a92f123d6165c612dce3f244bfdb50b19c3f0f7660491ca202df85611,128,-1,-1,322048,292352,3072,3072,4779008,-1
410295b8df34f3416a4d7aa34fd520df90ba348e47903db4f6168b6f6c3556cf,-1,-1,288256,651776,749568,749568,622592,6029312,1114624
ff32db8ea99f2039c698fb634729e55e18e9c5f287a3f8ad2f9ae79d0b3e01b8,-1,-1,288256,655360,740352,643584,722432,6113280,1114624
dd03a8e7725d75a389e5448fc00ab97499da408f31446f030f0f66b2b7d9fa90,-1,-1,294400,724992,716800,753152,626176,6189056,924672
061d79eccc2c5cb29f036a6fe8bb0a79bc6460ca665fa603fc479ec43c190788,-1,4096,-1,-1,-1,-1,-1,-1,-1
80addc33ee8af27465fbdd4c98793b9ee1b58fb38a5750f0d1378f33bb1aa581,-1,-1,193024,749568,617984,747008,749568,3885056,1112576
89c9d11f9d237790eb898adab7c066778047cc001cad250f52b4ded8c6e92252,-1,-1,288768,718336,641536,729600,713728,6189056,1116160
886f09ef511b473f84003dbd40f1d8006ad176462c01e43caf1e5bf3cc7a4064,-1,-1,262144,487424,753664,651264,733184,4521984,1126400
3bcca767642acef640bb68ec647e7d7a0c99d4069ff0d43691365f02cd8ac054,-1,-1,293312,701888,735168,745408,746944,6120384,1115072
e7b2d91074d42a2db050c190892c78ea25680f1e8b122b3bd13f85bd5d27c8c9,-1,-1,146944,743936,748032,749568,720384,6178816,1114624
1fb5e0f1adfed1e084e132fa2a6669d1c9cf8829ca0d7432e7ecce8e996dcb15,-1,-1,259584,545792,750080,750080,750080,5699584,1113088
40a7b8acb71480cef60b30d408c5d756e4986ed27aa8799af365b2af7a776a40,-1,-1,299008,741376,610304,720896,757760,4579328,1093632
8814453d55f11523cf400d74e68c8e6a4ab7bbf6dfe266d5abc95b0ae7740678,-1,-1,303104,729088,606208,737280,741376,6021120,1126400
